target,real_target,js,jv,time,action
[-0.2648969  -0.01304571 -0.09265861  0.55230814],[-0.25577801 -0.02434722  0.02600527  0.5794493 ],[-0.25569072 -0.0244345   0.02600527  0.5794493 ],[0. 0. 0. 0.],1728752636.1826231,[ 18.45995302 -13.24135902  25.76422587 -39.45982201]
[-0.26502115 -0.01302137 -0.09284853  0.5522306 ],[-0.25586531 -0.02425993  0.02600527  0.5794493 ],[-0.25571866 -0.0243145   0.02598191  0.5794493 ],[-0.00055866  0.00240009 -0.00046713  0.        ],1728752636.1834872,[ 19.48016188 -14.89321955  26.14437604 -35.96589667]
[-0.26500908 -0.01311247 -0.09305149  0.55216855],[-0.25586531 -0.02425993  0.02600527  0.5794493 ],[-0.25574414 -0.02419401  0.02596202  0.5794493 ],[-0.00050976  0.0024098  -0.00039779  0.        ],1728752636.184271,[ 19.34896011 -14.59729376  26.18481919 -36.04033992]
[-0.26497477 -0.01331298 -0.09327846  0.5521149 ],[-0.25586531 -0.02425993  0.02600527  0.5794493 ],[-0.25576998 -0.02407362  0.02594252  0.5794493 ],[-0.00051669  0.00240779 -0.00038996  0.        ],1728752636.1849945,[ 19.21436523 -14.15803775  26.2307081  -36.10718794]
[-0.26493025 -0.0134889  -0.09353834  0.5520517 ],[-0.25586531 -0.02425993  0.02600527  0.5794493 ],[-0.25579616 -0.02395337  0.02592348  0.5794493 ],[-0.00052359  0.00240503 -0.00038097  0.        ],1728752636.185686,[ 19.06241299 -13.77063481  26.28402697 -36.19510381]
[-0.26490077 -0.01372983 -0.09373935  0.5520224 ],[-0.25586531 -0.02425993  0.02600527  0.5794493 ],[-0.25582272 -0.02383323  0.02590496  0.5794493 ],[-0.00053115  0.00240282 -0.00037038  0.        ],1728752636.18637,[ 18.95106765 -13.28472529  26.32358499 -36.2175811 ]
[-0.26476318 -0.01393112 -0.09396435  0.550926  ],[-0.25577801 -0.02426     0.02600527  0.57857662],[-0.25584954 -0.02371321  0.02588684  0.5794493 ],[-0.00053653  0.00240028 -0.00036241  0.        ],1728752636.187073,[ 18.56473434 -12.86629781  26.36934623 -38.17692862]
[-0.26459837 -0.01426928 -0.09405589  0.54973394],[-0.25569072 -0.02426007  0.02600527  0.57770395],[-0.25587725 -0.0235933   0.02586918  0.5794493 ],[-0.0005542   0.00239831 -0.00035309  0.        ],1728752636.1877544,[ 18.15136364 -12.24202914  26.38426012 -39.79648081]
[-0.26451212 -0.01460978 -0.09406729  0.54942554],[-0.25569072 -0.02426007  0.02600527  0.57770395],[-0.25590583 -0.02347351  0.02585168  0.5794493 ],[-0.00057153  0.00239568 -0.00035002  0.        ],1728752636.188462,[ 17.94199017 -11.63414679  26.38211113 -39.77933906]
[-0.26445127 -0.01498531 -0.09396592  0.54909986],[-0.25569072 -0.02426007  0.02600527  0.57770395],[-0.25593482 -0.02335384  0.02583416  0.5794493 ],[-0.00057973  0.00239344 -0.00035046  0.        ],1728752636.1891644,[ 17.76404084 -10.97547152  26.35481952 -40.2176343 ]
[-0.26452097 -0.01527915 -0.09386419  0.54661316],[-0.25577801 -0.02426     0.02609249  0.57595864],[-0.25596414 -0.02323428  0.02581635  0.5794493 ],[-0.00058642  0.00239132 -0.00035606  0.        ],1728752636.1898413,[ 17.8996709  -10.44149905  26.32851418 -44.53734448]
[-0.26461673 -0.01569421 -0.09348093  0.54385114],[-0.25586531 -0.02425993  0.0261797   0.57421333],[-0.25599321 -0.02311479  0.02579828  0.5794493 ],[-0.00058138  0.00238981 -0.00036141  0.        ],1728752636.1905088,[ 18.04945555  -9.71852077  26.23738118 -48.3153404 ]
[-0.26457375 -0.01599564 -0.09325486  0.53782064],[-0.25586531 -0.02425993  0.02609249  0.56897733],[-0.25602199 -0.02299538  0.0257793   0.5794493 ],[-0.00057562  0.00238803 -0.00037965  0.        ],1728752636.1911733,[ 17.8449556   -9.17933384  26.18504519 -57.84446597]
[-0.26450136 -0.01635821 -0.09279867  0.53252643],[-0.25586531 -0.02425993  0.02600527  0.56374133],[-0.25605116 -0.02287604  0.02575981  0.5794493 ],[-0.00058347  0.00238687 -0.00038991  0.        ],1728752636.191855,[ 17.62094702  -8.53445178  26.07806961 -64.47944926]
[-0.264433   -0.01700128 -0.09232582  0.5283046 ],[-0.25595252 -0.02434728  0.02583083  0.55763268],[-0.25608074 -0.02275676  0.02573929  0.5794493 ],[-0.00059167  0.00238565 -0.00041042  0.        ],1728752636.1926472,[ 17.41766677  -7.48794099  25.96935037 -69.53746419]
[-0.26470038 -0.01729694 -0.09230548  0.52063584],[-0.25603974 -0.02443464  0.02565639  0.55152404],[-0.25611068 -0.02263756  0.02571775  0.57414548],[-0.00059877  0.00238401 -0.00043063 -0.10607622],1728752636.1934426,[ 18.0459545   -6.99013352  25.96468922 -71.76786793]
