target,real_target,js,jv,time,action
[-0.193129   -0.09834706  0.17818436  1.242007  ],[-0.18500485 -0.11239924  0.30115654  1.26885426],[-0.18500485 -0.11239924  0.30106932  1.26885426],[0. 0. 0. 0.],1728752644.4679143,[ 16.82117339 -17.59093207  26.66970747 -53.69924521]
[-0.19309485 -0.09850147  0.17800552  1.2420661 ],[-0.18500485 -0.11239924  0.30124375  1.26885426],[-0.18503389 -0.11227694  0.30105396  1.26885426],[-0.00058098  0.00244609 -0.00030721  0.        ],1728752644.4687197,[ 16.82251589 -18.14395851  27.07230691 -35.33193915]
[-0.19285534 -0.09895656  0.17776692  1.2421556 ],[-0.18483035 -0.11266097  0.30133098  1.26885426],[-0.18506294 -0.11215426  0.30104367  1.26885426],[-0.00058096  0.00245349 -0.00020587  0.        ],1728752644.4694612,[ 16.18042754 -17.33814326  27.12318505 -35.19938146]
[-0.19257566 -0.09948203  0.17754176  1.2422966 ],[-0.18465585 -0.11292269  0.30141822  1.26885426],[-0.18509283 -0.11203212  0.30103405  1.26885426],[-0.00059784  0.00244293 -0.00019222  0.        ],1728752644.4701724,[ 15.51727884 -16.47327347  27.17047697 -34.98846418]
[-0.19247794 -0.0994859   0.17712897  1.2424777 ],[-0.18465585 -0.11274825  0.30124377  1.26885426],[-0.18512348 -0.11191044  0.30102509  1.26885426],[-0.00061296  0.00243347 -0.00017936  0.        ],1728752644.4708786,[ 15.32029261 -16.38240272  27.26121831 -34.73017019]
[-0.19237141 -0.09946334  0.17681074  1.2427043 ],[-0.18465585 -0.11257382  0.30106932  1.26885426],[-0.18515433 -0.11178882  0.30101738  1.26885426],[-0.00061705  0.00243256 -0.00015418  0.        ],1728752644.4715738,[ 15.02961786 -16.25542363  27.32858838 -34.40921378]
[-0.19217056 -0.09972806  0.17664656  1.2429003 ],[-0.18456855 -0.1126611   0.30106932  1.26885426],[-0.18518547 -0.11166725  0.30101062  1.26885426],[-0.00062278  0.00243131 -0.00013507  0.        ],1728752644.4723067,[ 14.50750124 -15.70435712  27.36167991 -34.16521397]
[-0.19196746 -0.09995267  0.17656426  1.2430205 ],[-0.18448126 -0.11274838  0.30106932  1.26885426],[-0.18521708 -0.11154593  0.30100435  1.26885426],[-0.00063218  0.00242638 -0.00012554  0.        ],1728752644.4730809,[ 14.01591143 -15.25351792  27.37758579 -34.04280744]
[-0.19193509 -0.0996494   0.17644869  1.2429203 ],[-0.18448126 -0.11257381  0.30106932  1.26885426],[-0.18524909 -0.11142479  0.3009983   1.26885426],[-0.00064011  0.00242276 -0.00012093  0.        ],1728752644.4738,[ 13.94841105 -15.56962829  27.40201892 -34.28098167]
[-0.19198132 -0.09912463  0.1762839   1.2425259 ],[-0.18448126 -0.11239924  0.30106932  1.26885426],[-0.18528115 -0.11130353  0.30099261  1.26885426],[-0.00064115  0.00242522 -0.00011381  0.        ],1728752644.4745114,[ 14.00893192 -16.13401361  27.4375192  -34.94267536]
[-0.19219895 -0.09713646  0.17622666  1.237665  ],[-0.18456855 -0.11126481  0.30106932  1.26536369],[-0.18531316 -0.11118203  0.30098744  1.26885426],[-0.00064025  0.00243008 -0.00010338  0.        ],1728752644.4752235,[ 14.46434408 -18.80776042  27.4478958  -43.50295549]
[-0.19249132 -0.09497315  0.17643133  1.232503  ],[-0.18465585 -0.11013037  0.30106932  1.26187313],[-0.18534481 -0.11105886  0.30098243  1.26885426],[-0.00063298  0.00246343 -0.00010031  0.        ],1728752644.475924,[ 15.0388673  -21.52560553  27.39912802 -50.46135996]
[-0.19281402 -0.09281151  0.17655706  1.2279518 ],[-0.18474313 -0.10890858  0.30089475  1.25838244],[-0.18537594 -0.11093264  0.30097669  1.26885426],[-0.0006227   0.00252439 -0.00011466  0.        ],1728752644.4766092,[ 15.66033948 -24.21168732  27.37099387 -56.1759124 ]
[-0.19314462 -0.09087253  0.17677088  1.224287  ],[-0.18483041 -0.10768678  0.30072019  1.25489175],[-0.18540644 -0.110801    0.30097055  1.26885426],[-0.00061002  0.00263279 -0.00012285  0.        ],1728752644.477346,[ 16.29090475 -26.56467896  27.3217084  -60.5878364 ]
