target,real_target,js,jv,time,action
[-0.08156284 -0.24281219  0.1344279   0.96526146],[-0.0719948  -0.25848323  0.25141455  0.98785633],[-0.07208202 -0.25848323  0.25150177  0.98785633],[0. 0. 0. 0.],1728752641.0914502,[ 18.92513446 -19.31642122  25.3134851  -36.975242  ]
[-0.08150421 -0.24289605  0.13428935  0.9654398 ],[-0.07190759 -0.25848323  0.25132734  0.98785633],[-0.0721053  -0.25835666  0.25147345  0.98785633],[-0.00046564  0.00253144 -0.00056639  0.        ],1728752641.0922196,[ 19.61148755 -20.37783331  25.7816114  -29.50420108]
[-0.08162354 -0.24288593  0.13421994  0.9656569 ],[-0.0719948  -0.258396    0.25132734  0.98785633],[-0.07212707 -0.25822897  0.25144912  0.98785633],[-0.00043526  0.00255383 -0.00048661  0.        ],1728752641.0929356,[ 19.88602272 -20.23595244  25.7908721  -29.19901771]
[-0.08172438 -0.24291146  0.13420004  0.96593255],[-0.07208202 -0.25830877  0.25132734  0.98785633],[-0.07214815 -0.25810145  0.25142487  0.98785633],[-0.00042178  0.00255044 -0.00048492  0.        ],1728752641.093632,[ 20.04568502 -20.02883765  25.78942024 -28.80705841]
[-0.08192959 -0.2428282   0.13421378  0.9673209 ],[-0.07225659 -0.2581342   0.25132734  0.988729  ],[-0.07216883 -0.25797416  0.25140061  0.98785633],[-0.00041356  0.00254571 -0.00048518  0.        ],1728752641.0943096,[ 20.47263131 -19.98634509  25.78072013 -26.44036572]
[-0.08213028 -0.24276344  0.13417614  0.96877396],[-0.07243116 -0.25795963  0.25132734  0.98960167],[-0.07218834 -0.25784693  0.25137628  0.98785633],[-0.00039011  0.0025447  -0.00048676  0.        ],1728752641.094984,[ 20.84997449 -19.90124031  25.78416531 -24.49130815]
[-0.08214165 -0.2429803   0.13412803  0.9678826 ],[-0.07243116 -0.25795963  0.25141469  0.988729  ],[-0.07220671 -0.25771979  0.25135197  0.98785633],[-0.00036749  0.00254278 -0.00048613  0.        ],1728752641.0956888,[ 20.76125953 -19.4068034   25.78950591 -26.79321948]
[-0.08217829 -0.24319643  0.13416937  0.96665287],[-0.07243116 -0.25795963  0.25150204  0.98785633],[-0.07222536 -0.25759315  0.25132771  0.98785633],[-0.00037298  0.00253269 -0.00048515  0.        ],1728752641.0963867,[ 20.80872209 -18.95452297  25.77417595 -28.57879637]
[-0.08224003 -0.2434205   0.13412085  0.96505   ],[-0.07243116 -0.25795963  0.25150204  0.98698369],[-0.07224387 -0.25746693  0.25130331  0.98785633],[-0.00037006  0.00252434 -0.00048794  0.        ],1728752641.0970662,[ 20.90900837 -18.49108437  25.78038272 -30.87378898]
[-0.08231568 -0.24363448  0.13411596  0.96315384],[-0.07243116 -0.25795963  0.25150204  0.98611104],[-0.07226205 -0.25734111  0.25127897  0.98785633],[-0.00036379  0.00251659 -0.00048681  0.        ],1728752641.0977454,[ 21.03469353 -18.04403351  25.77566393 -33.51739799]
