target,real_target,js,jv,time,action
[-0.21699542 -0.00973452 -0.01525837  0.5520909 ],[-0.25577801 -0.02434722  0.02600527  0.5794493 ],[-0.27436575 -0.0275761   0.03054303  0.5810911 ],[ 8.51185186e-04  4.60645548e-03  7.10824743e-05 -2.41560868e-06],0.005191326141357422,[-1000.          -504.25299267   535.36685476  -571.13886362]
[-0.21733111 -0.01017772 -0.01564743  0.5519204 ],[-0.25586531 -0.02425993  0.02600527  0.5794493 ],[-0.27436575 -0.02722723  0.03054329  0.5810911 ],[ 2.84389674e-04  4.81562798e-03  2.32922566e-05 -1.79904220e-04],0.05529308319091797,[-680.13588563 -412.28433283  447.85862531 -415.77859762]
[-0.21830057 -0.01076064 -0.01494062  0.5470054 ],[-0.25586531 -0.02425993  0.02600527  0.5794493 ],[-0.27436575 -0.02687809  0.03054329  0.5810911 ],[ 1.46063843e-03  4.95205315e-03  4.10126808e-05 -1.36733914e-04],0.10579991340637207,[-665.7782011  -410.5102351   442.45593868 -451.44774518]
[-0.2195842  -0.01291196 -0.01393061  0.53868574],[-0.25586531 -0.02425993  0.02600527  0.5794493 ],[-0.27419118 -0.02670352  0.03054329  0.5810911 ],[ 1.70671954e-03  5.18159706e-03 -3.89679764e-05 -4.09844075e-04],0.15705156326293945,[-651.15320013 -399.79899531  440.1470163  -479.44052911]
[-0.22067226 -0.01539373 -0.0135574   0.52992797],[-0.25586531 -0.02425993  0.02600527  0.5794493 ],[-0.27401675 -0.02617994  0.03071773  0.5810911 ],[ 0.00468561  0.01007492  0.00062097 -0.00174011],0.20401406288146973,[-647.77726727 -392.70600194  443.42360545 -486.8859699 ]
[-0.2236443  -0.0180225  -0.01250767  0.52021164],[-0.25586531 -0.02425993  0.02600527  0.5794493 ],[-0.27296946 -0.02565649  0.03089243  0.58089935],[ 0.02161583  0.0158475   0.00039097 -0.00417524],0.25412750244140625,[-586.31171646 -388.67028607  439.65148882 -497.01589078]
[-0.22777154 -0.01874942 -0.01135675  0.50439465],[-0.25577801 -0.02426     0.02600527  0.57857662],[-0.27035144 -0.02583106  0.03176515  0.58061173],[ 0.0510873   0.01271361  0.00538406 -0.00458592],0.3055734634399414,[-511.68022965 -403.75873913  441.93006404 -546.81414195]
[-0.23171496 -0.0191602  -0.00917945  0.48658493],[-0.25569072 -0.02426007  0.02600527  0.57770395],[-0.26633725 -0.02513278  0.03193959  0.58032411],[ 0.07951356  0.01331034  0.00560543 -0.00678668],0.3547794818878174,[-453.69946784 -399.30044683  432.53878499 -569.52426886]
[-0.23574346 -0.0191662  -0.0066493   0.46988806],[-0.25569072 -0.02426007  0.02600527  0.57770395],[-0.26127578 -0.02443464  0.03211403  0.57965299],[ 0.09550509  0.01450557  0.00297629 -0.0123628 ],0.4057908058166504,[-391.25735586 -401.0323175   428.6714507  -567.06272787]
[-0.23970388 -0.0204482  -0.00386075  0.45568487],[-0.25569072 -0.02426007  0.02600527  0.57770395],[-0.25621431 -0.02321291  0.03193959  0.57879013],[ 0.0959005   0.02065355 -0.00466284 -0.02665202],0.4561283588409424,[-347.16977813 -387.70224602  423.10687694 -554.93492344]
[-0.24260148 -0.02035322 -0.0013586   0.4470641 ],[-0.25577801 -0.02426     0.02609249  0.57595864],[-0.25185099 -0.02164218  0.03089243  0.5766809 ],[ 0.08066502  0.0267656  -0.01442922 -0.05341332],0.5043168067932129,[-337.29002744 -392.41081901  417.04583201 -510.38926965]
[-2.4497391e-01 -1.9896720e-02  4.1838363e-04  4.4603103e-01],[-0.25586531 -0.02425993  0.0261797   0.57421333],[-0.24905853 -0.02024575  0.02967058  0.57246246],[ 0.0544446   0.02442295 -0.02044507 -0.08922099],0.5575017929077148,[-342.919012   -394.69445407  416.40515244 -440.91808566]
[-0.24534056 -0.02029195  0.00054565  0.43808153],[-0.25586531 -0.02425993  0.02609249  0.56897733],[-0.24783681 -0.0195476   0.02809984  0.56565542],[ 0.01586025  0.01621487 -0.02369858 -0.11290914],0.6046600341796875,[-388.64630454  407.3221098   420.27994323 -471.78413177]
[-2.4523829e-01 -2.2929767e-02  2.0827912e-04  4.2333949e-01],[-0.25586531 -0.02425993  0.02600527  0.56374133],[-0.24888396 -0.01919873  0.02722713  0.55942362],[-0.02036559  0.00934251 -0.01919403 -0.12024955],0.6542508602142334,[-435.4762793   421.69896753  424.72543909 -527.61365514]
[-0.24567331 -0.02600287  0.0011569   0.40030223],[-0.25595252 -0.02434728  0.02583083  0.55763268],[-0.25097841 -0.0191986   0.02617997  0.55347944],[-0.03780587  0.00254048 -0.02211643 -0.11504679],0.706212043762207,[-451.42679024  425.29289359  416.4731568  -596.24035001]
[-0.2457155  -0.02911458  0.00294607  0.38336703],[-0.25603974 -0.02443464  0.02565639  0.55152404],[-0.25254914 -0.01972217  0.02530725  0.54772702],[-0.0331004   0.00715391 -0.02106297 -0.12135348],0.755040168762207,[-457.1056034   424.96256361  410.95764608 -560.45942428]
