target,real_target,js,jv,time,action
[-0.26377801 -0.01941531  0.01800527  0.5714493 ],[-0.25577801 -0.02434722  0.02600527  0.5794493 ],[-0.27890365 -0.02722709  0.02722713  0.58243333],[ 0.00072224 -0.00258199 -0.00076764 -0.00058515],0.002218961715698242,[-657.44314312 -270.49357815  211.80881408 -803.1899199 ]
[-0.25238297 -0.03225993  0.03100525  0.5714493 ],[-0.25586531 -0.02425993  0.02600527  0.5794493 ],[-0.27890365 -0.02705266  0.02722713  0.58233746],[ 0.00135768 -0.00032766 -0.00083531 -0.00033015],0.051787614822387695,[-703.59739881  483.5299103  -459.47003722 -404.77296371]
[-0.24800241 -0.02153023  0.01901693  0.5752243 ],[-0.25586531 -0.02425993  0.02600527  0.5794493 ],[-0.27872908 -0.02705252  0.02705242  0.58233746],[ 0.00189784  0.00022952 -0.00051287 -0.00025429],0.10147619247436523,[-616.74844755 -470.07140735  458.64501628 -377.13155726]
[-0.26195817 -0.02525485  0.02022783  0.58197386],[-0.25586531 -0.02425993  0.02600527  0.5794493 ],[-0.27872908 -0.02705252  0.02722713  0.58185809],[ 0.00304211  0.00014659 -0.00032031 -0.01217463],0.15152859687805176,[-274.43429933 -379.39030656  402.56020884  450.66042829]
[-0.2535899  -0.03225993  0.02158836  0.57820825],[-0.25586531 -0.02425993  0.02600527  0.5794493 ],[-0.27855451 -0.02705266  0.02705269  0.58128284],[ 0.00183772 -0.00059525 -0.00104319 -0.01328168],0.20156216621398926,[-647.77783539  447.34902332  398.88855437 -423.86986173]
[-0.25121977 -0.01625993  0.03400527  0.57905155],[-0.25586531 -0.02425993  0.02600527  0.5794493 ],[-0.2782055  -0.02722723  0.02705269  0.58061173],[ 0.00463052 -0.00163112 -0.00043171 -0.0057636 ],0.2522237300872803,[-565.25762909 -508.27350892 -460.14661922 -390.17922733]
[-0.25186079 -0.01802622  0.02621963  0.58315156],[-0.25577801 -0.02426     0.02600527  0.57857662],[-0.27715834 -0.02740166  0.02722713  0.58051585],[ 1.79309110e-02 -2.27802222e-04  7.79068246e-05 -1.85890829e-03],0.3013343811035156,[-501.15498054 -399.79889016  435.10846543  430.68903877]
[-0.25609734 -0.02801572  0.02024014  0.58570395],[-0.25569072 -0.02426007  0.02600527  0.57770395],[-0.27611106 -0.02705266  0.02705269  0.58032411],[ 2.85933625e-02  2.20975791e-03  8.98650420e-05 -8.01217215e-03],0.35169529914855957,[-420.77935303  463.15952099  431.68139098  421.89892394]
[-0.24769072 -0.02732616  0.02728873  0.56970395],[-0.25569072 -0.02426007  0.02600527  0.57770395],[-0.27454032 -0.02722709  0.02705269  0.57955712],[ 0.02781635  0.00223318 -0.00022585 -0.01656248],0.40132594108581543,[-636.82722211  394.90126809 -430.4321902  -511.55764906]
[-0.26369072 -0.01626007  0.03400527  0.58570395],[-0.25569072 -0.02426007  0.02600527  0.57770395],[-0.27384218 -0.02687809  0.02722713  0.57831076],[ 0.01446451  0.00197958 -0.00057828 -0.01800278],0.45285749435424805,[-200.18485571 -475.09200427 -434.80451322  524.42111361]
