target,real_target,js,jv,time,action
[-0.1647691  -0.13437518  0.34675884  0.87947953],[-0.16702798 -0.13735732  0.34225884  0.88139129],[-0.18133967 -0.13927733  0.35517464  0.87983386],[ 2.61720076e-04  6.27434674e-04 -2.83097730e-04 -5.28097294e-05],0.001859426498413086,[-1000.          -180.95227303   359.51088783  -909.21607364]
[-0.16353111 -0.13737453  0.34143205  0.88166451],[-0.16702798 -0.13735732  0.34225884  0.88139129],[-0.18133967 -0.1391029   0.3550002   0.87983386],[-7.95170146e-04  6.74965752e-04 -2.95279506e-04 -8.63918144e-05],0.05195975303649902,[-507.62018892 -382.63488399  435.64084053  416.21016992]
[-0.16492284 -0.14177004  0.34027661  0.87954737],[-0.16711526 -0.13727004  0.34225884  0.88139129],[-0.18133967 -0.1391029   0.3550002   0.87983386],[ 0.00011699  0.00058069 -0.00041009 -0.00028499],0.10549592971801758,[-461.19983255  429.11054479  419.67348657 -414.96319615]
[-0.17170255 -0.13268276  0.3441461   0.88589129],[-0.16720255 -0.13718276  0.34225884  0.88139129],[-0.18133967 -0.1391029   0.3550002   0.87973798],[ 0.0014074  -0.00029221 -0.00112162 -0.00036085],0.1521463394165039,[-346.44931015 -461.08923644  394.27720596  448.15516028]
[-0.16541363 -0.1391655   0.34383175  0.88449441],[-0.16720255 -0.13727011  0.34234619  0.88139129],[-0.18099066 -0.1392772   0.35499994  0.87973798],[ 0.0050373  -0.00113757 -0.00190764 -0.01289875],0.20157361030578613,[-567.01944409 -362.1601157   412.51372262  392.60006166]
[-0.17170255 -0.13984117  0.34693354  0.88218758],[-0.16720255 -0.13735746  0.34243354  0.88139129],[-0.18064152 -0.1392772   0.35499994  0.87906687],[ 0.01231664 -0.00076534 -0.00286865 -0.01375722],0.25170254707336426,[-345.08420663  404.62879878  394.77832624  390.11037312]
[-0.17139458 -0.13589554  0.34534334  0.88185417],[-0.16720255 -0.13735746  0.34243354  0.88051862],[-0.17889622 -0.13875376  0.35447636  0.878204  ],[ 0.0236489   0.00233098 -0.00307411 -0.00386521],0.3019697666168213,[-415.9394981  -423.44610272  413.70242593  405.53128399]
[-0.1664818  -0.1328612   0.34305452  0.87514594],[-0.16720255 -0.13735746  0.34243354  0.87964594],[-0.17732549 -0.13892819  0.3548255   0.87839575],[ 0.02847245  0.00342604 -0.00078264  0.00010212],0.3515510559082031,[-504.36922207 -425.37100933  423.07202532 -449.92473563]
[-0.16477491 -0.14005521  0.34306626  0.87465648],[-0.16720255 -0.13735746  0.34243354  0.87877327],[-0.17610376 -0.13875362  0.35499994  0.87829987],[ 0.02480357  0.00352299  0.00187296 -0.00590905],0.4013187885284424,[-463.9247483   445.63096752  412.63066111 -404.5768128 ]
[-0.17170255 -0.13465104  0.34309214  0.8824006 ],[-0.16720255 -0.13735746  0.34243354  0.8779006 ],[-0.17558019 -0.13857919  0.3550002   0.87762876],[ 0.01490102  0.00192571  0.00325725 -0.01416978],0.45226097106933594,[-307.57521757 -435.39023567  411.79835323  461.29256765]
[-0.16972605 -0.14082126  0.34594663  0.87387988],[-0.16728983 -0.13735739  0.34252076  0.87615526],[-0.17592919 -0.13857905  0.35517437  0.87647827],[-0.00755515 -0.00027862  0.0027524  -0.01871073],0.5018935203552246,[-465.9121413   439.36307533  397.74524432 -452.89083177]
[-0.16679729 -0.1379105   0.34710798  0.87191316],[-0.16737711 -0.13735732  0.34260798  0.87440991],[-0.17680191 -0.13875349  0.35534881  0.87571128],[-0.02459896 -0.0014645   0.00106348 -0.01345733],0.5515024662017822,[-507.06820622 -419.40354241  404.01292316 -410.29719616]
[-0.16480536 -0.13731868  0.34189979  0.87032837],[-0.16737711 -0.13735732  0.34252076  0.87179193],[-0.17749993 -0.13892819  0.35534908  0.87532779],[-0.01963813 -0.00124727 -0.00122215 -0.00570509],0.6016979217529297,[-503.83811014 -406.22091825  435.76230016 -410.9087599 ]
[-0.16782634 -0.13859766  0.3404647   0.86545512],[-0.16737711 -0.13735732  0.34243354  0.86917394],[-0.1776745  -0.13892833  0.35517464  0.87542366],[ 1.61376691e-03  1.75446140e-05 -2.73792934e-03 -2.44526484e-03],0.6514496803283691,[-406.5276022  -392.63708197  420.11054783 -439.76809894]
[-0.16296434 -0.13285746  0.34504664  0.86843797],[-0.16746434 -0.13735746  0.34243368  0.86393797],[-0.17732549 -0.13892819  0.35517464  0.87523191],[ 0.01592188  0.00211115 -0.00288332 -0.00775069],0.7021758556365967,[-539.52771384 -440.60301239  390.49899102 -381.17478872]
[-0.16305156 -0.13836026  0.33793381  0.85561502],[-0.16755156 -0.13735759  0.34243381  0.858702  ],[-0.17645277 -0.13857905  0.35499994  0.87436905],[ 0.0157484   0.00316007 -0.00133255 -0.01423972],0.7515640258789062,[-452.60115884 -365.01352448  446.78906111 -493.09767638]
[-0.17222613 -0.13837781  0.33775911  0.85137988],[-0.16772613 -0.13735746  0.34225911  0.85259333],[-0.17592919 -0.13840462  0.35499994  0.87360206],[ 0.00360075  0.00118735  0.00218023 -0.01238797],0.8013617992401123,[-272.9849657  -398.87179601  417.98924888 -435.38812184]
[-0.16668708 -0.13285732  0.34658441  0.84448388],[-0.1679007  -0.13735732  0.34208441  0.84648466],[-0.17592919 -0.13840462  0.35517464  0.87312269],[-0.01185618  0.00150382  0.00161319 -0.00856693],0.8514485359191895,[-529.32950665 -438.75853386  371.53108269 -459.23584173]
[-0.1725752  -0.13884842  0.34341554  0.8363524 ],[-0.1680752  -0.13735739  0.34199719  0.83863068],[-0.17645277 -0.13840462  0.35517437  0.87283507],[-0.01490151 -0.00029679  0.00138714 -0.00596169],0.9018943309783936,[-338.88763042  436.48621839  425.33310009 -473.14834491]
