target,real_target,js,jv,time,action
[-0.14343684 -0.10380847  0.19054207  0.83428848],[-0.14110989 -0.10611598  0.18919367  0.82379544],[-0.14102261 -0.10611591  0.18919367  0.82379544],[0. 0. 0. 0.],1725718486.191034,[ 7.17405863 -2.16177687 -1.86539974 16.56661621]
[-0.1376495  -0.11451316  0.19756519  0.81301489],[-0.14119717 -0.10611605  0.18919367  0.82379544],[-0.14105614 -0.10599648  0.18926064  0.82379544],[-0.00067062  0.00238875  0.00133952  0.        ],1725718486.191034,[ -9.41096496  12.79377127  -1.89711869 -24.44164063]
[-0.15360989 -0.09370334  0.19071684  0.82817459],[-0.14110989 -0.10620334  0.18919367  0.82379544],[-0.14090361 -0.10607401  0.18932762  0.82379544],[ 0.00305052 -0.00155065  0.00133951  0.        ],1725718486.1920314,[ 32.89816592 -19.32370151  -0.23592189  13.05713674]
[-0.15058236 -0.10404603  0.20169367  0.82134041],[-0.14102261 -0.10629062  0.18919367  0.82379544],[-0.14107664 -0.10595044  0.18939463  0.82379544],[-0.00346064  0.00247135  0.00134026  0.        ],1725718486.1920314,[18.60720277 -1.01337799 -2.81575874 -6.52103635]
[-0.13456738 -0.09843817  0.19174032  0.81512868],[-0.14102261 -0.10629062  0.18919367  0.82379544],[-0.14110174 -0.10583103  0.18946158  0.82379544],[-0.00050195  0.00238827  0.00133898  0.        ],1725718486.1920314,[-19.97019139 -10.54540235  -0.40031931 -14.42174542]
[-0.12852261 -0.10038755  0.1880815   0.83629544],[-0.14102261 -0.10629062  0.18919367  0.82379544],[-0.14100227 -0.10571107  0.18952859  0.82379544],[0.00198953 0.00239921 0.00134022 0.        ],1725718486.1930287,[-28.42255364  -6.73038179   0.35591742  26.66004184]
[-0.13538438 -0.10463854  0.20169367  0.82014485],[-0.14102261 -0.10629062  0.18919367  0.82379544],[-0.14092215 -0.10559146  0.18947316  0.82379544],[ 0.0016023   0.00239211 -0.00110856  0.        ],1725718486.1930287,[ -8.84161275  -0.63129825  -2.82628015 -12.57106041]
[-0.14547989 -0.09426788  0.18744802  0.83606521],[-0.14102261 -0.10629062  0.18919367  0.82379544],[-0.14076857 -0.10547206  0.18954011  0.82379544],[0.0030716  0.00238807 0.00133899 0.        ],1725718486.1930287,[ 13.88069134 -16.25914129   0.60453189  23.83788081]
[-0.14697977 -0.10403228  0.20169367  0.83542274],[-0.14102261 -0.10629062  0.18919367  0.82292274],[-0.14079958 -0.10535056  0.18948469  0.82379544],[-0.0006202   0.00243005 -0.00110853  0.        ],1725718486.1930287,[13.49474385 -0.32288663 -2.83013059 15.03964466]
[-0.15093397 -0.11879062  0.20050945  0.82054941],[-0.14102261 -0.10629062  0.18919367  0.82205003],[-0.14083086 -0.10523116  0.18955163  0.82379544],[-0.0006255   0.00238793  0.00133899  0.        ],1725718486.194024,[ 22.6595778   20.0313636   -2.39810779 -11.42394953]
[-0.13470745 -0.1175766   0.19514146  0.83020919],[-0.14110989 -0.10629056  0.18928088  0.82030475],[-0.14084286 -0.10531255  0.1896186   0.82379544],[-0.0002401  -0.00162783  0.00133928  0.        ],1725718486.194024,[-19.21448803  16.00283335  -1.16024445  13.10285384]
[-0.14218076 -0.10412956  0.2018681   0.8205665 ],[-0.14119717 -0.10629049  0.1893681   0.81855947],[-0.14073609 -0.10539101  0.1896856   0.82379544],[ 0.00213543 -0.00156922  0.00133994  0.        ],1725718486.194024,[ 6.00287618 -3.60413473 -2.74727994 -8.89068885]
[-0.12907    -0.10090042  0.19342506  0.81618342],[-0.14119717 -0.10629049  0.18928088  0.81681412],[-0.14076978 -0.10527155  0.18975255  0.82379544],[-0.00067388  0.00238935  0.00133908  0.        ],1725718486.194024,[-29.62619555  -6.21568351  -0.72217211 -12.151744  ]
