target,real_target,js,jv,time,action
[-0.02664389 -0.45816835  0.59820293  0.42611819],[-0.02748892 -0.4573635   0.60353476  0.43284163],[-0.02740164 -0.45745078  0.60353476  0.43284163],[0. 0. 0. 0.],1725718474.56683,[ -1.39057687  -0.85510696  -0.39867425 -16.75709775]
[-0.01957621 -0.46527623  0.59627733  0.42484163],[-0.02757621 -0.45727623  0.60353476  0.43284163],[-0.02725267 -0.45731843  0.60360966  0.43284163],[0.00297942 0.00264704 0.00149808 0.        ],1725718474.56683,[-18.76699985  11.54225423   1.63327702 -11.17275051]
[-0.0279879  -0.4653635   0.59820127  0.43366427],[-0.02748892 -0.4573635   0.60362214  0.43284163],[-0.02715053 -0.45740046  0.60354593  0.43284163],[ 0.00204272 -0.00164061 -0.00127461  0.        ],1725718474.56683,[ 5.10113602 10.51197209  1.1557904   5.32075062]
[-0.03012872 -0.44945078  0.60497824  0.43250817],[-0.02740164 -0.45745078  0.60370952  0.43284163],[-0.02718185 -0.45748236  0.6034822   0.43284163],[-0.00062646 -0.00163802 -0.00127467  0.        ],1725718474.56683,[  6.9892642  -12.89467425  -0.39808372  -0.99509485]
[-0.02552682 -0.44936356  0.60700096  0.43298498],[-0.02740164 -0.45736356  0.60353494  0.43284163],[-0.02721295 -0.45734893  0.6035571   0.43284163],[-0.00062193  0.00266857  0.00149804  0.        ],1725718474.5678275,[ -5.3475686  -10.53405991  -0.7772823    0.41809453]
[-0.03540164 -0.45445724  0.60436044  0.42656868],[-0.02740164 -0.45727634  0.60336035  0.43284163],[-0.02706682 -0.45721598  0.603632    0.43284163],[0.00292257 0.00265906 0.00149793 0.        ],1725718474.5678275,[ 21.36401205  -2.8922402   -0.13288588 -11.36011429]
[-0.01931442 -0.46536356  0.61144771  0.42642484],[-0.02731442 -0.45736356  0.60344771  0.43196899],[-0.02708303 -0.45708359  0.60370691  0.43284163],[-0.00032427  0.00264762  0.00149824  0.        ],1725718474.5678275,[-22.57471671  12.51206436  -1.77365996  -8.53920259]
[-0.02429474 -0.45745926  0.6021589   0.43866961],[-0.0272272  -0.45745078  0.60353506  0.43109635],[-0.02702171 -0.45716578  0.60378178  0.43284163],[ 0.00122649 -0.00164364  0.0014975   0.        ],1725718474.5678275,[-3.71497603 -0.75754139  0.45142122 13.57041679]
[-0.0352272  -0.4653635   0.60455778  0.42375742],[-0.0272272  -0.4573635   0.60344777  0.43022367],[-0.02687422 -0.45703345  0.60371804  0.43284163],[ 0.00294983  0.00264657 -0.00127492  0.        ],1725718474.5688274,[ 21.81880297  12.14779312  -0.20956624 -19.14899736]
[-0.0352272  -0.46274462  0.61136047  0.437351  ],[-0.0272272  -0.45727623  0.60336047  0.429351  ],[-0.0268888  -0.45711556  0.60379295  0.43284163],[-0.00029173 -0.00164231  0.00149826  0.        ],1725718474.5688274,[17.42150596  7.0431408  -1.73267124 12.47728996]
