target,real_target,js,jv,time,action
[-0.13606703  0.06666251  0.16360798  0.49467438],[-0.16920971  0.0534071   0.15245456  0.52708948],[-0.17558019  0.05218544  0.15707966  0.53305832],[ 1.34598078e-04  2.49571179e-03 -2.21031707e-04 -8.86872955e-05],0.015513181686401367,[-979.21729118 -510.85126836 -504.97110743 -516.63287819]
[-0.13760164  0.06522187  0.16220595  0.4897406 ],[-0.16912243  0.05323246  0.15254191  0.52708948],[-0.17540562  0.05218531  0.15707966  0.53296245],[ 2.07882573e-04  2.77399585e-03 -2.11450829e-04  7.25822498e-05],0.057623863220214844,[-563.37197489 -404.37045223 -399.11998491 -455.47645612]
[-0.13888218  0.06527822  0.16185631  0.48074025],[-0.16920971  0.0534071   0.15245456  0.52708948],[-0.17540562  0.05236001  0.15690496  0.53296245],[ 0.00013005  0.00272092 -0.00013395  0.00017543],0.11074590682983398,[-563.40152164 -412.20617451 -404.20190821 -489.11350029]
[-0.14012372  0.0662825   0.16211867  0.4695003 ],[-0.16929699  0.05358174  0.1523672   0.52708948],[-0.17540562  0.05253445  0.15707966  0.53296245],[-0.00024052  0.0035937  -0.00043714  0.00023522],0.15743374824523926,[-557.7786929  -418.74036359 -405.41451668 -510.41078955]
[-0.14067425  0.0655823   0.164923    0.45918834],[-0.16938421  0.05375617  0.1523672   0.52708948],[-0.17558019  0.0532326   0.15690523  0.53296245],[ 7.48887433e-05  7.75510001e-03 -1.17345952e-03  9.21562887e-05],0.21069955825805664,[-568.88817229 -403.9372937  -420.77880815 -509.07071464]
[-0.14154182  0.06455993  0.16735674  0.44675976],[-0.16947143  0.05393061  0.1523672   0.52708948],[-0.17540562  0.0535816   0.1572541   0.53286658],[0.00058478 0.01277859 0.00010624 0.00018166],0.261324405670166,[-553.68062671 -402.72809376 -419.0342582  -529.38244055]
[-0.14424388  0.06302812  0.16977093  0.43380377],[-0.16947143  0.05384339  0.15245442  0.52708948],[-0.17523105  0.05480333  0.15690523  0.53286658],[ 0.00320301  0.01714004 -0.0007472  -0.00159058],0.30538320541381836,[-511.76925052 -391.65952327 -424.70265249 -540.2231754 ]
[-0.14696193  0.06297313  0.17201926  0.41681644],[-0.16947143  0.05375617  0.15254164  0.52708948],[-0.17505648  0.05567591  0.15690523  0.53267483],[ 6.88912668e-03  1.61346876e-02 -3.47500910e-05 -6.36188197e-03],0.35572123527526855,[-497.06600152 -401.71697972 -424.7458909  -575.49832271]
[-0.14957926  0.06247606  0.17500025  0.397251  ],[-0.16947143  0.05375617  0.15254164  0.52534413],[-0.1745329   0.05602505  0.1572541   0.53209959],[ 0.00610597  0.01437251  0.00039018 -0.01304701],0.4055447578430176,[-477.6356785  -401.36017317 -429.02212706 -600.35552854]
[-0.15268539  0.06130404  0.17627138  0.37923998],[-0.16947143  0.05375617  0.15254164  0.52359879],[-0.17435833  0.0567232   0.15742854  0.53114085],[ 0.00334597  0.01278283  0.00242716 -0.02312899],0.4593040943145752,[-459.13438997 -393.32987276 -423.54107651 -595.31654471]
[-0.15669811  0.06037156  0.18007481  0.3546744 ],[-0.16947143  0.0535816   0.1523672   0.51749012],[-0.17418389  0.05724678  0.15777795  0.5291275 ],[-0.00081128  0.0112636   0.00809427 -0.04714091],0.5077204704284668,[-424.59662281 -394.36512918 -437.09394237 -645.09213056]
[-0.15981889  0.05862611  0.18101352  0.33214512],[-0.16947143  0.05340703  0.15219277  0.51138145],[-0.17418389  0.05759592  0.1586504   0.52577192],[-0.00184915  0.00938728  0.01408371 -0.07754941],0.5571191310882568,[-424.99443011 -388.42917672 -422.64700006 -631.02931698]
[-0.16398762  0.05998014  0.1828986   0.3108735 ],[-0.16955871  0.05331975  0.1520182   0.50440015],[-0.17435833  0.05794479  0.15934868  0.52049886],[-0.00232076  0.00807493  0.01268608 -0.1043645 ],0.6053714752197266,[-391.91514775 -408.08236467 -428.63404173 -616.80256641]
[-0.16712609  0.05920014  0.18654346  0.28923595],[-0.16964599  0.05323246  0.15184362  0.49741885],[-0.17470747  0.05846864  0.15969755  0.51426706],[-0.00461214  0.00702579  0.009295   -0.13213348],0.6552448272705078,[-396.05037112 -392.88756265 -440.96599552 -620.35580106]
[-0.16706079  0.05943188  0.19068134  0.26217932],[-0.1698205   0.05340696  0.15184362  0.48258354],[-0.17470747  0.05846864  0.16039557  0.50611779],[-0.00654908  0.00711547  0.01213602 -0.16964419],0.70900559425354,[-439.21321381 -402.35743418 -445.02209986 -654.32084107]
[-0.16640428  0.06035032  0.19322121  0.24220125],[-0.16999501  0.05358147  0.15184362  0.46774822],[-0.17470747  0.05881751  0.16144299  0.49595516],[-0.00306932  0.00919027  0.01660448 -0.21461466],0.7580292224884033,[-451.36763729 -404.95931946 -438.17188786 -595.58501142]
[-0.16598156  0.06421176  0.19437675  0.2221975 ],[-0.16999501  0.05358147  0.15175641  0.4564036 ],[-0.17488204  0.05934122  0.16249014  0.48329982],[-0.0018591   0.01131264  0.0172128  -0.25643703],0.8113107681274414,[-453.46519478 -424.95028921 -432.35094302 -581.99001807]
[-0.16379985  0.06866934  0.19664165  0.20151976],[-0.16999501  0.05358147  0.15166919  0.44505897],[-0.17488204  0.05969036  0.16336286  0.46853526],[-0.00735739  0.01194047  0.01567032 -0.29534027],0.855360746383667,[-488.14958581 -433.69536073 -439.24289407 -574.89998298]
[-0.1619549   0.07328629  0.19759896  0.17420456],[-0.17025686  0.05366889  0.15184362  0.42586033],[-0.17505648  0.06003924  0.16441002  0.44888113],[-0.01097996  0.01207933  0.01459917 -0.32754158],0.9056446552276611,[-495.81106222 -438.92380549 -432.80408996 -590.96576611]
[-0.16033863  0.07603057  0.19491772  0.14284211],[-0.17051871  0.05375631  0.15201806  0.40666169],[-0.17523105  0.06021381  0.16528273  0.43200734],[-0.00936549  0.01284074  0.0144212  -0.33256344],0.9555666446685791,[-501.33527893 -431.27608849 -414.40980858 -646.0032246 ]
[-0.15629955  0.07543138  0.19271412  0.10264608],[-0.17060594  0.05375617  0.15219263  0.38833575],[-0.17540562  0.06056308  0.16598075  0.41542117],[-0.0079954   0.01398604  0.01510132 -0.33467729],1.0066561698913574,[-558.76043876 -409.16242976 -414.30285161 -721.65658565]
[-0.15327483  0.07403587  0.19035804  0.06329691],[-0.17069316  0.05375604  0.1523672   0.37000981],[-0.17558019  0.06091209  0.16720261  0.39758865],[-0.00576488  0.01636841  0.01591304 -0.34963996],1.0575876235961914,[-559.53505685 -402.62874399 -407.82757191 -717.76238146]
