target,real_target,js,jv,time,action
[-0.23101139  0.37235475  0.07764267  0.37155217],[-0.25150198  0.34976399  0.06422829  0.424115  ],[-0.25586531  0.34627339  0.0696385   0.43363719],[-1.16075654e-03  4.17473493e-04 -2.21269732e-04  1.72016714e-05],0.008279561996459961,[-897.22743014 -582.98677476 -442.2940485  -865.63784047]
[-0.23159626  0.3690808   0.07193989  0.3690337 ],[-0.25150198  0.34976399  0.06422829  0.424115  ],[-0.25586531  0.34644783  0.06963876  0.43363719],[-0.00058935  0.00132608 -0.00047333 -0.00018688],0.05497407913208008,[-512.56871992 -401.88768363 -377.86929383 -449.93088653]
[-0.23063949  0.3663661   0.06746095  0.35898107],[-0.25158919  0.34985121  0.06422829  0.424115  ],[-0.25586531  0.34662253  0.06946406  0.43363719],[ 8.01586395e-05  3.09899133e-03 -4.89254161e-04  2.44488949e-04],0.10701417922973633,[-540.48624292 -402.36054221  420.44244936 -507.69640257]
[-0.22950852  0.36256945  0.06383503  0.35028306],[-0.25167641  0.34993842  0.06422829  0.424115  ],[-0.25586531  0.34714611  0.06946406  0.4332537 ],[ 0.0001128   0.00853873 -0.0014122  -0.01125654],0.15456843376159668,[-548.75515997 -389.4330232   421.16250546 -499.68696356]
[-0.22815819  0.36123317  0.06547863  0.34379187],[-0.2517637   0.35002571  0.06422829  0.424115  ],[-0.25586531  0.34784413  0.0698132   0.43239083],[ 1.48583700e-03  1.64090479e-02 -9.10301750e-05 -1.09781565e-02],0.20674586296081543,[-558.79862851 -401.15080308  398.78911288 -483.69779381]
[-0.22660467  0.3561258   0.06419028  0.33312905],[-0.25185099  0.350113    0.06422829  0.424115  ],[-0.25586531  0.34906598  0.0696385   0.43181559],[-0.00278977  0.02040056 -0.00079878 -0.01286985],0.2546403408050537,[-569.61557293 -368.98319228  410.21909127 -519.95625263]
[-0.2266098   0.35115445  0.06358227  0.32485914],[-0.25185099  0.35020022  0.06414107  0.424115  ],[-0.25586531  0.34941486  0.06963876  0.4310486 ],[-0.00280229  0.0123744  -0.00101757 -0.01823099],0.30521082878112793,[-546.20025877 -369.73308785  408.66233994 -505.61511713]
[-0.22731908  0.3465887   0.06708566  0.31226122],[-0.25185099  0.35028744  0.06405385  0.424115  ],[-0.25569074  0.34958943  0.06946406  0.42989812],[ 0.002233    0.00715461 -0.0006352  -0.02747577],0.3548140525817871,[-528.59543893  431.51849277  386.62142248 -538.95042075]
[-0.22746707  0.3419925   0.0675268   0.2992623 ],[-0.25185099  0.35028744  0.06414107  0.42324235],[-0.25586531  0.34993844  0.06946433  0.42817239],[ 0.00197634  0.00628166 -0.00082909 -0.0353789 ],0.40499258041381836,[-542.38992991  437.69621338  400.04882692 -543.36765592]
[-0.22814067  0.3389471   0.06992034  0.28864685],[-0.25185099  0.35028744  0.06422829  0.42236969],[-0.25586531  0.34993844  0.06946433  0.42606316],[-0.00265992  0.00348374 -0.00027456 -0.04167032],0.45517587661743164,[-528.51538151  429.3127208  -410.70990733 -528.25166358]
