target,real_target,js,jv,time,action
[-0.21789409  0.35266438  0.03620778  0.3860574 ],[-0.25150198  0.34976399  0.06422829  0.424115  ],[-0.28152167  0.34854241  0.07068565  0.42788477],[ 1.57488954e-04  9.75608024e-03  6.33145743e-05 -1.37428215e-04],0.0059833526611328125,[-1000.          -428.91983108   582.18109474  -713.70513224]
[-0.22065021  0.35041225  0.0355942   0.37839365],[-0.25150198  0.34976399  0.06422829  0.424115  ],[-0.28152167  0.34924042  0.07086036  0.42788477],[ 6.97740924e-04  1.37655818e-02  5.56538250e-05 -2.48495995e-04],0.05645012855529785,[-662.99903555 -383.42362976  438.64314968 -478.39194026]
[-0.2226465   0.3484551   0.03384844  0.3680402 ],[-0.25158919  0.34985121  0.06422829  0.424115  ],[-0.28152167  0.3499387   0.07086036  0.42788477],[ 4.83793480e-04  1.41109084e-02 -5.49578661e-05 -2.82768346e-04],0.10496377944946289,[-664.41928071  417.4586536   444.49074743 -502.39645791]
[-0.22382066  0.34606785  0.0317177   0.35581875],[-0.25167641  0.34993842  0.06422829  0.424115  ],[-0.2813471   0.35028771  0.07086036  0.42759714],[ 0.00190234  0.01057457  0.00036452 -0.00799177],0.15852785110473633,[-667.39319486  420.68106134  448.27073388 -519.42599222]
[-0.2236409   0.34392938  0.02906692  0.34558854],[-0.2517637   0.35002571  0.06422829  0.424115  ],[-0.28117253  0.35063672  0.07086036  0.42683015],[ 0.00395015  0.00798914 -0.00164549 -0.01782198],0.20542550086975098,[-687.73599643  421.67203486  453.14937002 -506.86328401]
[-0.22320396  0.34217373  0.02593341  0.33215716],[-0.25185099  0.350113    0.06422829  0.424115  ],[-0.28047438  0.35063658  0.07051122  0.42548792],[ 0.01106192  0.00551395 -0.00594536 -0.02183785],0.25475072860717773,[-682.43266485  419.02409923  456.50606848 -531.28940284]
[-0.22332491  0.3398319   0.02433776  0.31374502],[-0.25185099  0.35020022  0.06414107  0.424115  ],[-0.27907808  0.35063658  0.07016234  0.42443331],[ 0.0280161   0.00290729 -0.00772334 -0.01980569],0.3051590919494629,[-655.99775331  424.89315243  451.16578028 -576.84696344]
[-0.22439787  0.3385352   0.02622767  0.2975121 ],[-0.25185099  0.35028744  0.06405385  0.424115  ],[-0.2768092   0.35063672  0.06998764  0.4233787 ],[ 0.04670188  0.00278316 -0.0064301  -0.02638579],0.35530829429626465,[-611.90914256  419.90321034  434.91516499 -569.18125653]
[-0.22477636  0.33902812  0.0281282   0.28498477],[-0.25185099  0.35028744  0.06414107  0.42324235],[-0.27366761  0.35081129  0.06946406  0.4207901 ],[ 0.05057544  0.00306677 -0.00618936 -0.05348919],0.41228389739990234,[-591.63386759  409.86793377  430.95099527 -537.47400639]
[-0.22652945  0.3386092   0.02888678  0.2702208 ],[-0.25185099  0.35028744  0.06422829  0.42236969],[-0.2715733   0.35081129  0.06911492  0.41666753],[ 0.03985157  0.00118409 -0.00816912 -0.08013797],0.46779298782348633,[-567.4851664   414.72240168  435.48267756 -547.71307722]
[-0.22750607  0.33864713  0.03060458  0.2546417 ],[-0.25185099  0.35020022  0.06414093  0.41800636],[-0.27000243  0.35046201  0.06824247  0.41168209],[ 0.02453568 -0.00518097 -0.01198334 -0.10148492],0.5058948993682861,[-574.25397384  409.48527867  426.54122633 -552.67580206]
[-0.22888972  0.33788794  0.03565092  0.23899248],[-0.25185099  0.350113    0.06405358  0.41364303],[-0.26930428  0.34993857  0.06754419  0.40679253],[ 0.01979427 -0.01376411 -0.01714328 -0.11912089],0.555760383605957,[-570.83342297  413.46895521  407.28329204 -559.21762597]
