target,real_target,js,jv,time,action
[-0.25150198  0.34976399  0.06422829  0.424115  ],[-0.25150198  0.34976399  0.06422829  0.424115  ],[-0.25150198  0.34976399  0.06422829  0.424115  ],[0. 0. 0. 0.],1726151424.268381,[-0. -0. -0. -0.]
[-0.25150198  0.34976399  0.06422829  0.424115  ],[-0.25150198  0.34976399  0.06422829  0.424115  ],[-0.25150198  0.34976399  0.06422829  0.424115  ],[0. 0. 0. 0.],1726151424.268381,[0. 0. 0. 0.]
[-0.25158919  0.34985121  0.06422829  0.424115  ],[-0.25158919  0.34985121  0.06422829  0.424115  ],[-0.25150198  0.34976399  0.06422829  0.424115  ],[0. 0. 0. 0.],1726151424.268381,[ 0.21661089 -0.12762913  0.          0.        ]
[-0.25167641  0.34993842  0.06422829  0.424115  ],[-0.25167641  0.34993842  0.06422829  0.424115  ],[-0.25153938  0.3498895   0.06422829  0.424115  ],[-0.00074797  0.0025102   0.          0.        ],1726151424.268381,[ 0.30601089 -0.05908886  0.          0.        ]
[-0.2517637   0.35002571  0.06422829  0.424115  ],[-0.2517637   0.35002571  0.06422829  0.424115  ],[-0.25157677  0.35001501  0.06422829  0.424115  ],[-0.00074792  0.00251027  0.          0.        ],1726151424.2692993,[ 0.4103216  -0.00864503  0.          0.        ]
[-0.25185099  0.350113    0.06422829  0.424115  ],[-0.25185099  0.350113    0.06422829  0.424115  ],[-0.25161416  0.35014053  0.06422829  0.424115  ],[-0.00074786  0.00251036  0.          0.        ],1726151424.2692993,[0.51460948 0.04181499 0.         0.        ]
[-0.25185099  0.35020022  0.06414107  0.424115  ],[-0.25185099  0.35020022  0.06414107  0.424115  ],[-0.25165155  0.35005567  0.06422829  0.424115  ],[-0.0007478  -0.00169727  0.          0.        ],1726151424.2692993,[ 0.40210789 -0.21548049  0.02006763  0.        ]
[-0.25185099  0.35028744  0.06405385  0.424115  ],[-0.25185099  0.35028744  0.06405385  0.424115  ],[-0.25168895  0.35018119  0.06417426  0.424115  ],[-0.00074792  0.00251045 -0.00108055  0.        ],1726151424.2692993,[ 0.32394803 -0.13475561  0.02682539  0.        ]
[-0.25185099  0.35028744  0.06414107  0.42324235],[-0.25185099  0.35028744  0.06414107  0.42324235],[-0.25172635  0.35030672  0.06412023  0.424115  ],[-0.00074801  0.00251052 -0.00108054  0.        ],1726151424.2692993,[ 0.24577944  0.04344283 -0.0060074  -1.57078207]
[-0.25185099  0.35028744  0.06422829  0.42236969],[-0.25185099  0.35028744  0.06422829  0.42236969],[-0.25176376  0.35022185  0.06418648  0.424115  ],[-0.0007481  -0.00169741  0.00132496  0.        ],1726151424.2692993,[ 0.16760167 -0.09874859 -0.00940889 -2.72268891]
[-0.25185099  0.35020022  0.06414093  0.41800636],[-0.25185099  0.35020022  0.06414093  0.41800636],[-0.25180117  0.35034737  0.06425273  0.424115  ],[-0.00074818  0.00251054  0.00132497  0.        ],1726151424.2692993,[  0.08941482   0.22473908   0.02614339 -10.15780449]
[-0.25185099  0.350113    0.06405358  0.41364303],[-0.25185099  0.350113    0.06405358  0.41364303],[-0.25183858  0.3502625   0.0641987   0.424115  ],[-0.00074827 -0.00169747 -0.00108056  0.        ],1726151424.2702956,[ 1.12189923e-02  1.97668591e-01  3.22628293e-02 -1.59173977e+01]
[-0.25193828  0.35002571  0.06379193  0.40753438],[-0.25193828  0.35002571  0.06379193  0.40753438],[-0.251876    0.35017763  0.06414468  0.424115  ],[-0.00074835 -0.0016974  -0.00108055  0.        ],1726151424.2702956,[  0.14981023   0.20087556   0.07969745 -24.81858194]
[-0.25202557  0.34993842  0.06353027  0.40142572],[-0.25202557  0.34993842  0.06353027  0.40142572],[-0.25191341  0.35009276  0.06409065  0.424115  ],[-0.00074827 -0.00169733 -0.00108053  0.        ],1726151424.2702956,[  0.25405544   0.20407629   0.1253753  -32.88200855]
[-0.25211285  0.34985128  0.0637918   0.39269908],[-0.25211285  0.34985128  0.0637918   0.39269908],[-0.25195082  0.3500079   0.06403662  0.424115  ],[-0.00074822 -0.00169726 -0.00108052  0.        ],1726151424.2702956,[  0.35826908   0.20706345   0.05068097 -45.65780818]
