target,real_target,js,jv,time,action
[-0.18884466 -0.08988455  0.46286142  1.26361835],[-0.18884466 -0.08988455  0.46286142  1.26361835],[-0.18867016 -0.09005906  0.46286142  1.26361835],[0. 0. 0. 0.],1726151431.3834574,[ -5.03489526   2.54313759  -1.59188717 -13.40033758]
[-0.18901916 -0.08971005  0.46286142  1.26361835],[-0.18901916 -0.08971005  0.46286142  1.26361835],[-0.18850481 -0.09013594  0.4629326   1.26361835],[ 0.00330693 -0.00153765  0.0014237   0.        ],1726151431.3834574,[ 1.20874772 -0.59821356  0.01637825  0.        ]
[-0.18901916 -0.08971005  0.46286142  1.26361835],[-0.18901916 -0.08971005  0.46286142  1.26361835],[-0.18854019 -0.09001667  0.46287225  1.26361835],[-0.00070749  0.0023853  -0.00120699  0.        ],1726151431.3834574,[ 0.98712821 -0.38764697  0.00177549  0.        ]
[-0.18901916 -0.08971005  0.46286142  1.26361835],[-0.18901916 -0.08971005  0.46286142  1.26361835],[-0.18857557 -0.08989741  0.46281191  1.26361835],[-0.00070771  0.00238522 -0.00120696  0.        ],1726151431.3834574,[ 0.91316812 -0.23022309 -0.01150111  0.        ]
[-0.18901916 -0.08971005  0.46286142  1.26449102],[-0.18901916 -0.08971005  0.46286142  1.26449102],[-0.18861096 -0.08977816  0.46288312  1.26361835],[-0.0007078   0.00238515  0.00142437  0.        ],1726151431.3834574,[ 0.83920179 -0.0728034   0.00549316  1.57080889]
[-0.18901916 -0.08971005  0.46286142  1.26536369],[-0.18901916 -0.08971005  0.46286142  1.26536369],[-0.18864636 -0.0896589   0.46282278  1.26361835],[-0.00070788  0.00238509 -0.00120697  0.        ],1726151431.384455,[ 0.76522666  0.08461207 -0.0091097   2.7227354 ]
[-0.18901916 -0.08971005  0.46286142  1.26449102],[-0.18901916 -0.08971005  0.46286142  1.26449102],[-0.18868175 -0.08973576  0.46289399  1.26361835],[-0.00070796 -0.00153715  0.00142438  0.        ],1726151431.384455,[ 0.69124282 -0.04495431  0.00788463  0.73304415]
[-0.18901916 -0.08971005  0.46286142  1.26361835],[-0.18901916 -0.08971005  0.46286142  1.26361835],[-0.18871716 -0.0896165   0.46283365  1.26361835],[-0.00070805  0.00238508 -0.00120697  0.        ],1726151431.384455,[ 0.6172504   0.14057516 -0.00671828 -0.41888237]
[-0.18901916 -0.08971005  0.46286142  1.26012772],[-0.18901916 -0.08971005  0.46286142  1.26012772],[-0.18875256 -0.08969336  0.46290487  1.26361835],[-0.00070813 -0.00153716  0.00142438  0.        ],1726151431.384455,[ 0.54324948  0.01100805  0.01027612 -6.28312826]
[-0.18901916 -0.08971005  0.46286142  1.2566371 ],[-0.18901916 -0.08971005  0.46286142  1.2566371 ],[-0.18878797 -0.08977022  0.46284452  1.26361835],[-0.00070821 -0.00153713 -0.00120698  0.        ],1726151431.384455,[ 4.69240168e-01 -9.04426620e-02 -4.32684408e-03 -1.08907557e+01]
[-0.18919367 -0.08979733  0.46251228  1.24878311],[-0.18919367 -0.08979733  0.46251228  1.24878311],[-0.18882339 -0.08965096  0.46291574  1.26361835],[-0.00070829  0.00238509  0.00142439  0.        ],1726151431.384455,[  0.82862939   0.2228153    0.09299642 -23.35242748]
[-0.18936817 -0.08988462  0.46216315  1.24092913],[-0.18936817 -0.08988462  0.46216315  1.24092913],[-0.18885879 -0.08972782  0.46285539  1.26361835],[-0.00070801 -0.00153717 -0.00120697  0.        ],1726151431.384455,[  1.11936817   0.20846156   0.15520305 -33.71968746]
