target,real_target,js,jv,time,action
[-0.14538594 -0.12217291  0.03342297  0.96516705],[-0.14538594 -0.12217291  0.03342297  0.96516705],[-0.1473058  -0.12095132  0.04223697  0.96554503],[ 0.00032614  0.00060079 -0.00015992 -0.00011208],0.0011065006256103516,[ -430.55017845   535.61938386   108.61288359 -1000.        ]
[-0.14538594 -0.12217291  0.03333562  0.96516705],[-0.14538594 -0.12217291  0.03333562  0.96516705],[-0.1473058  -0.12077689  0.04206253  0.96554503],[ 2.41300665e-04  4.09210241e-04 -6.67001081e-05 -3.53788435e-04],0.051554203033447266,[-409.59934472  402.44544231  408.35383384 -400.18899329]
[-0.14538594 -0.12217291  0.03333562  0.96516705],[-0.14538594 -0.12217291  0.03333562  0.96516705],[-0.1473058  -0.12077689  0.04206253  0.96554503],[-0.00041297  0.00033387 -0.00010429 -0.00039959],0.1015481948852539,[-409.59934472  401.39602901  408.72691217 -400.18899329]
[-0.14538594 -0.12217291  0.03333562  0.96516705],[-0.14538594 -0.12217291  0.03333562  0.96516705],[-0.1473058  -0.12077689  0.04206253  0.96525741],[-0.00154699  0.00028592 -0.00013722 -0.01346029],0.15160608291625977,[-409.59934472  401.39602901  408.72691217 -398.03183281]
[-0.14538594 -0.12226027  0.03342297  0.96516705],[-0.14538594 -0.12226027  0.03342297  0.96516705],[-0.14713123 -0.12095146  0.04206253  0.96401105],[ 1.03751823e-03  2.30634834e-04 -6.28359482e-05 -1.94699837e-02],0.20209932327270508,[-406.10689311  400.78409628  408.26535157  409.30251283]
[-0.14538594 -0.12234762  0.03351032  0.96516705],[-0.14538594 -0.12234762  0.03351032  0.96516705],[-0.14713123 -0.12112589  0.04206253  0.96295644],[-0.0037207  -0.00065179 -0.00021725 -0.00976433],0.2522408962249756,[-408.72649368  400.69781091  408.17800096  408.48758554]
[-0.14538594 -0.12234762  0.03351032  0.9642944 ],[-0.14538594 -0.12234762  0.03351032  0.9642944 ],[-0.14713123 -0.12112589  0.04188783  0.96305231],[-0.00585613 -0.00173579 -0.00049833 -0.00412681],0.30171704292297363,[-408.72649368  401.22172296  407.62907836  393.84143599]
[-0.14538594 -0.12234762  0.03351032  0.96342176],[-0.14538594 -0.12234762  0.03351032  0.96342176],[-0.1473058  -0.12112576  0.04188783  0.96266882],[ 0.00515414 -0.00265534 -0.00086982 -0.01203575],0.3520820140838623,[-412.21894529  401.2226572   408.37750759  396.95244566]
[-0.14538594 -0.12234762  0.03351032  0.96342176],[-0.14538594 -0.12234762  0.03351032  0.96342176],[-0.1473058  -0.1214749   0.04188783  0.96171008],[ 0.01322629 -0.00334132 -0.00050334 -0.02107502],0.40218257904052734,[-409.59934472  398.77228694  408.37750759  407.56700684]
[-0.14538594 -0.12234762  0.03351032  0.96342176],[-0.14538594 -0.12234762  0.03351032  0.96342176],[-0.1473058  -0.12164934  0.04206226  0.96036785],[ 3.20357642e-03 -2.24412062e-03 -6.18909275e-05 -2.60712007e-02],0.4517698287963867,[-409.59934472  399.64886535  409.29923297  410.92258981]
[-0.14538594 -0.12243484  0.03359754  0.96254909],[-0.14538594 -0.12243484  0.03359754  0.96254909],[-0.14713123 -0.12164947  0.04188783  0.95902561],[-0.0122882  -0.00071625 -0.00032509 -0.02250257],0.5013766288757324,[-406.10689311  401.30928149  407.16934761  405.04866938]
[-0.14538594 -0.12252206  0.03368476  0.96167642],[-0.14538594 -0.12252206  0.03368476  0.96167642],[-0.14713123 -0.12164947  0.04188783  0.95806688],[-1.19837349e-02  5.44924306e-05 -1.28864227e-04 -1.45059253e-02],0.5518159866333008,[-408.72649368  401.39730279  407.82941572  402.40723619]
[-0.14547322 -0.12243477  0.03368476  0.95993111],[-0.14547322 -0.12243477  0.03368476  0.95993111],[-0.14713123 -0.12164947  0.04188783  0.95768338],[-0.00335335 -0.00018566 -0.0001274  -0.00993047],0.601492166519165,[-406.98029894  400.2601784   408.20306715  391.59113491]
[-0.1455605  -0.12234748  0.03368476  0.95818579],[-0.1455605  -0.12234748  0.03368476  0.95818579],[-0.14713123 -0.12182391  0.04188783  0.95729989],[ 0.00719465 -0.0011091  -0.00022192 -0.01007454],0.6516990661621094,[-406.54388118  398.94904077  408.20306715  390.9102258 ]
[-0.1455605  -0.12226027  0.03368489  0.95556778],[-0.1455605  -0.12226027  0.03368489  0.95556778],[-0.1473058  -0.12182404  0.04188809  0.95662877],[ 0.00845558 -0.00188564 -0.00024457 -0.01420649],0.701676607131958,[-411.34610977  399.91072915  408.20377556 -414.15878337]
[-0.1455605  -0.12217305  0.03368502  0.95294976],[-0.1455605  -0.12217305  0.03368502  0.95294976],[-0.14713123 -0.12234748  0.04206226  0.95557416],[-0.00051727 -0.00285504 -0.00014011 -0.01433625],0.7522540092468262,[-405.2340576  -403.84817156  409.12282058 -412.2560185 ]
[-0.14564772 -0.12191126  0.03368489  0.94858643],[-0.14564772 -0.12191126  0.03368489  0.94858643],[-0.14713123 -0.12234748  0.04188783  0.95509479],[-7.85369469e-03 -3.90879994e-03 -6.02103272e-05 -7.89174058e-03],0.8088076114654541,[-406.10880493 -402.01116214  407.45621312 -430.44189152]
[-0.14573494 -0.12164947  0.03368476  0.94422311],[-0.14573494 -0.12164947  0.03368476  0.94422311],[-0.14695666 -0.1228712   0.04188783  0.95509479],[-6.37803811e-03 -5.39534506e-03  2.61062608e-06 -9.95342478e-04],0.8514213562011719,[-402.18027084 -405.94730696  408.2036337  -435.9791386 ]
[-0.14582222 -0.12156218  0.03368476  0.93898714],[-0.14582222 -0.12156218  0.03368476  0.93898714],[-0.14695666 -0.12322034  0.04188783  0.95528654],[ 2.20070574e-03 -7.11597030e-03  6.54180555e-05  5.15178695e-04],0.9014980792999268,[-404.36244741 -404.28367944  408.20306715 -446.14372322]
[-0.1459095  -0.1214749   0.03368476  0.93375117],[-0.1459095  -0.1214749   0.03368476  0.93375117],[-0.14713123 -0.12356934  0.04188783  0.95519066],[ 0.00650713 -0.00736267 -0.00013885 -0.00013283],0.952035665512085,[-407.41848126 -404.71916918  408.20306715 -446.70042154]
[-0.14617129 -0.12112589  0.0334231   0.92327917],[-0.14617129 -0.12112589  0.0334231   0.92327917],[-0.14713123 -0.12374378  0.04188783  0.95519066],[ 0.0009427  -0.00423567 -0.00030252 -0.00067391],1.0014286041259766,[-400.87126592 -405.76693095  409.58566242 -489.25974533]
[-0.14643309 -0.12077688  0.03316145  0.91280717],[-0.14643309 -0.12077688  0.03316145  0.91280717],[-0.14713123 -0.12374378  0.04188783  0.95528654],[-0.00535177 -0.00093678 -0.00019586  0.00096002],1.0515589714050293,[-399.56231067 -405.06652519  409.84731936 -495.21479865]
[-0.14660766 -0.12016596  0.0334231   0.90320787],[-0.14660766 -0.12016596  0.0334231   0.90320787],[-0.14713123 -0.12374378  0.04188783  0.95538241],[-4.65197709e-03  1.09400200e-04 -4.18404974e-05  3.83171118e-03],1.1013777256011963,[-399.99820865 -407.25317353  407.34378576 -493.95347482]
[-0.14678223 -0.11955503  0.03368476  0.89360857],[-0.14678223 -0.11955503  0.03368476  0.89360857],[-0.14713123 -0.12374378  0.04206226  0.95557416],[1.35093719e-03 2.07700428e-04 8.62991630e-06 6.07826883e-03],1.1517906188964844,[-399.12533588 -407.86410252  408.0038542  -499.52011434]
[-0.1471313  -0.11824602  0.03342297  0.87790063],[-0.1471313  -0.11824602  0.03342297  0.87790063],[-0.14713123 -0.12356934  0.04188783  0.95595765],[ 4.97578409e-03  1.82449194e-04 -1.88053893e-05  4.97481613e-03],1.2016780376434326,[ 405.2384358  -412.1489255   408.83907289 -551.66855643]
[-0.14748037 -0.116937    0.03316118  0.86219269],[-0.14748037 -0.116937    0.03316118  0.86219269],[-0.14713123 -0.12356934  0.04188783  0.9561494 ],[ 3.01416218e-03 -1.01454202e-04 -7.36147042e-05  2.45506054e-03],1.2514395713806152,[ 406.98377156 -414.50734994  409.8481504  -558.27616697]
[-0.14774216 -0.11632621  0.03298675  0.84561205],[-0.14774216 -0.11632621  0.03298675  0.84561205],[-0.14713123 -0.12356934  0.04188783  0.95624527],[-1.12520097e-03 -4.29494218e-05  7.63399743e-05 -1.50874331e-03],1.3015353679656982,[ 406.98306164 -410.91767579  409.64836914 -572.05221776]
[-0.14800395 -0.11571541  0.03281231  0.82903141],[-0.14800395 -0.11571541  0.03281231  0.82903141],[-0.14713123 -0.12356934  0.04188783  0.95567003],[-3.06416451e-03  3.21085405e-04  5.91437299e-05 -1.09596590e-02],1.3523616790771484,[ 408.29201689 -411.52847066  409.82280586 -575.35710083]
[-0.14852753 -0.11475548  0.03289953  0.80808744],[-0.14852753 -0.11475548  0.03289953  0.80808744],[-0.14713123 -0.12356934  0.04188783  0.95471129],[-3.09790217e-03  1.11104733e-03  8.41891800e-05 -2.76892063e-02],1.40138840675354,[ 414.8383639  -414.5888434   408.61465715 -613.20854773]
[-0.14905111 -0.11379554  0.03298675  0.78714347],[-0.14905111 -0.11379554  0.03298675  0.78714347],[-0.14713123 -0.12356934  0.04206253  0.95298556],[-0.00058389  0.00161973  0.00012828 -0.04619364],1.4518542289733887,[ 417.4562744  -415.54877993  409.45057138 -617.44873552]
[-0.14948747 -0.11266103  0.03289953  0.76445419],[-0.14948747 -0.11266103  0.03289953  0.76445419],[-0.14713123 -0.12339491  0.04188809  0.94905474],[-0.00533243  0.00265107 -0.00059666 -0.068411  ],1.5022220611572266,[ 418.32918262 -416.50965504  408.61492204 -623.60947625]
[-0.14992383 -0.11152653  0.03281231  0.7417649 ],[-0.14992383 -0.11152653  0.03281231  0.7417649 ],[-0.14713123 -0.12339491  0.04171339  0.94464454],[-0.01128225  0.00412244 -0.00301535 -0.08554306],1.5527098178863525,[ 420.51097339 -418.6935757   408.52629613 -629.39343734]
