target,real_target,js,jv,time,action
[-0.24419522  0.26051595 -0.09802375  1.36783811],[-0.24469522  0.26057765 -0.09852375  1.36833811],[-0.24469522  0.26057765 -0.09843653  1.36833811],[0. 0. 0. 0.],1725718447.9251192,[ -6.43924521   3.96413123  -1.82780064 -18.81245635]
[-0.24515162  0.26099864 -0.09910859  1.36805031],[-0.24469522  0.26057765 -0.09861097  1.36833811],[-0.24452245  0.26049577 -0.09837014  1.36833811],[ 0.00345529 -0.00163752  0.00132782  0.        ],1725718447.9261432,[ 1.75941313 -0.74471551  0.17406352 -0.27803971]
[-0.24480735  0.26063708 -0.09902375  1.36857655],[-0.24478243  0.26066488 -0.09852375  1.36833811],[-0.24455954  0.26061832 -0.09842351  1.36833811],[-0.00074182  0.00245101 -0.00106748  0.        ],1725718447.9261432,[0.36780637 0.04464741 0.13065899 0.56733932]
[-0.24466823  0.26113581 -0.09828872  1.36809945],[-0.24486965  0.26075211 -0.09843653  1.36833811],[-0.2445967   0.2605365  -0.09847688  1.36833811],[-0.00074316 -0.00163645 -0.00106748  0.        ],1725718447.9261432,[ 0.08011501 -0.87431185 -0.04934294 -0.54403115]
[-0.24436965  0.261163   -0.09902388  1.36828792],[-0.24486965  0.26083946 -0.09852388  1.36833811],[-0.24463387  0.26065905 -0.09841046  1.36833811],[-0.00074341  0.00245108  0.00132857  0.        ],1725718447.9271402,[-0.68437643 -0.65153493  0.14303284  0.02421467]
[-0.24475805  0.26107974 -0.09911123  1.36811873],[-0.24486965  0.26092681 -0.09861123  1.36833811],[-0.24445598  0.26078161 -0.09846383  1.36833811],[ 0.00355781  0.00245107 -0.00106748  0.        ],1725718447.9271402,[ 0.85422537 -0.3640242   0.14277017 -0.37079303]
[-0.24436965  0.26151403 -0.09845349  1.36805108],[-0.24486965  0.26101403 -0.09869845  1.36833811],[-0.24449312  0.26090416 -0.0985172   1.36833811],[-0.00074268  0.00245105 -0.00106748  0.        ],1725718447.9271402,[-0.4255355  -0.84971838 -0.02118524 -0.41134612]
[-0.24441625  0.26119636 -0.09900797  1.36883811],[-0.24486965  0.26110125 -0.09878567  1.36833811],[-0.24431511  0.26102672 -0.09845077  1.36833811],[0.00356008 0.00245127 0.00132859 0.        ],1725718447.9271402,[ 0.29978815 -0.16081066  0.12884082  1.03777291]
[-0.24459477  0.26111528 -0.09837289  1.36854568],[-0.24478243  0.26110125 -0.09887289  1.36833811],[-0.24435226  0.26114928 -0.09850415  1.36833811],[-0.00074305  0.00245112 -0.00106748  0.        ],1725718447.9281378,[ 0.56247296  0.07407134 -0.03581758  0.13363197]
[-0.2448693   0.26102894 -0.09934233  1.36812186],[-0.24469522  0.26110125 -0.0989601   1.36833811],[-0.24438941  0.26106744 -0.09843772  1.36833811],[-0.00074286 -0.00163676  0.00132858  0.        ],1725718447.9281378,[ 1.09642034  0.05146803  0.20945556 -0.48888249]
