target,real_target,js,jv,time,action
[-0.18845399 -0.0897581   0.46334541  1.2632173 ],[-0.18884466 -0.08988455  0.46286142  1.26361835],[-0.18867016 -0.09005906  0.46286142  1.26361835],[0. 0. 0. 0.],1725718447.1067228,[ -5.91119146   2.38586542  -1.70447033 -12.2540109 ]
[-0.1888063  -0.09021005  0.46300568  1.26411835],[-0.18901916 -0.08971005  0.46286142  1.26361835],[-0.18850578 -0.09013594  0.4629326   1.26361835],[ 0.00328757 -0.00153761  0.00142364  0.        ],1725718447.1067228,[ 0.83146065  0.15159832 -0.0119361   1.09250583]
[-0.18924587 -0.08921005  0.46236142  1.26411835],[-0.18901916 -0.08971005  0.46286142  1.26361835],[-0.18854117 -0.09021279  0.46300382  1.26361835],[-0.00070783 -0.00153713  0.00142442  0.        ],1725718447.1067228,[ 1.63190996 -1.47800059  0.14854078  0.66      ]
[-0.18912184 -0.08977417  0.46261256  1.26365445],[-0.18901916 -0.08971005  0.46286142  1.26361835],[-0.18857653 -0.09009351  0.46294347  1.26361835],[-0.0007071   0.00238562 -0.001207    0.        ],1725718447.1067228,[ 1.07697898 -0.32356077  0.06966008 -0.17501628]
[-0.18941056 -0.08965515  0.46300271  1.26482638],[-0.18901916 -0.08971005  0.46286142  1.26449102],[-0.18861191 -0.08997425  0.46288312  1.26361835],[-0.00070765  0.00238521 -0.00120699  0.        ],1725718447.1077201,[ 1.76890474 -0.42117584 -0.03085031  2.15713149]
[-0.18851916 -0.08952384  0.46236142  1.26586369],[-0.18901916 -0.08971005  0.46286142  1.26536369],[-0.18864726 -0.08985499  0.46295434  1.26361835],[-0.000707    0.00238522  0.00142439  0.        ],1725718447.1077201,[-0.63250053 -0.43885253  0.13762525  3.46176165]
[-0.18914234 -0.09006225  0.46239818  1.26474656],[-0.18901916 -0.08971005  0.46286142  1.26449102],[-0.18847864 -0.08973573  0.46289399  1.26361835],[ 0.00337238  0.00238521 -0.00120698  0.        ],1725718447.1077201,[1.69878866 0.52528485 0.10809998 0.95301117]
[-0.18851916 -0.08980311  0.46306768  1.2640631 ],[-0.18901916 -0.08971005  0.46286142  1.26361835],[-0.18851399 -0.08981259  0.46283364  1.26361835],[-0.00070699 -0.00153722 -0.00120696  0.        ],1725718447.1077201,[-0.24839508 -0.06067971 -0.058845    0.25901758]
[-0.18882399 -0.09021005  0.46236142  1.26062772],[-0.18901916 -0.08971005  0.46286142  1.26012772],[-0.1883452  -0.08969334  0.46290486  1.26361835],[0.00337582 0.00238509 0.00142436 0.        ],1725718447.1087162,[ 1.1870804   0.75749556  0.12739476 -5.59661035]
[-0.1887576  -0.08981144  0.46303962  1.2561371 ],[-0.18901916 -0.08971005  0.46286142  1.2566371 ],[-0.18838057 -0.0897702   0.46284451  1.26361835],[-0.00070742 -0.00153726 -0.00120696  0.        ],1725718447.1087162,[  0.7479402   -0.01373263  -0.05036667 -12.03075565]
