target,real_target,js,jv,time,action
[-0.23711727  0.2028144   0.27376211  1.44691755],[-0.23631757  0.2048144   0.27576211  1.44775063],[-0.23631757  0.20472705  0.27576211  1.44687796],[0. 0. 0. 0.],1725718459.5759394,[  0.92261355   2.99557089  -1.16493272 -16.33984825]
[-0.23438081  0.20499706  0.27470384  1.4506233 ],[-0.23631757  0.20490175  0.27576211  1.4486233 ],[-0.23635444  0.20464661  0.27583005  1.44687796],[-0.00073723 -0.00160886  0.00135882  0.        ],1725718459.5759394,[-5.21644889 -0.78703285  0.23895916  6.72261065]
[-0.23840486  0.20345624  0.27776211  1.4466233 ],[-0.23640486  0.20498904  0.27576211  1.4486233 ],[-0.23618162  0.20476779  0.27577331  1.44687796],[ 0.00345627  0.00242358 -0.00113478  0.        ],1725718459.5769365,[ 6.29844514  1.96951676 -0.46893495 -2.25614697]
[-0.23449214  0.20707632  0.27473596  1.44801909],[-0.23649214  0.20507632  0.27576211  1.4486233 ],[-0.23621801  0.20468736  0.27584127  1.44687796],[-0.00072783 -0.00160858  0.00135911  0.        ],1725718459.5769365,[-5.16144312 -3.68393474  0.27435536  2.17627372]
[-0.23570111  0.20698897  0.27582134  1.4506233 ],[-0.23649214  0.20498897  0.27584946  1.4486233 ],[-0.23604516  0.20480861  0.27578453  1.44687796],[ 0.00345701  0.00242494 -0.00113478  0.        ],1725718459.5769365,[-0.17519043 -2.84817569 -0.01961146  6.19387419]
[-0.23449214  0.20351203  0.27455014  1.4481461 ],[-0.23649214  0.20490162  0.27593681  1.4486233 ],[-0.23586854  0.20492983  0.27585249  1.44687796],[0.00353247 0.00242451 0.00135927 0.        ],1725718459.5769365,[-3.28300324  2.38733528  0.30001653  0.48488774]
[-0.23849214  0.20698897  0.27548207  1.4506233 ],[-0.23649214  0.20498897  0.27576211  1.4486233 ],[-0.23569396  0.20484939  0.27579575  1.44687796],[ 0.00349158 -0.00160876 -0.00113478  0.        ],1725718459.5779335,[ 7.49131158 -3.33422695  0.05904487  6.13291045]
[-0.23849214  0.20396223  0.27507409  1.4506233 ],[-0.23649214  0.20507632  0.27558741  1.4486233 ],[-0.23573014  0.20497063  0.27573901  1.44687796],[-0.00072351  0.0024248  -0.00113479  0.        ],1725718459.5779335,[5.75835223 1.78238378 0.14982326 4.94385303]
[-0.2366734   0.20643181  0.27491112  1.44756415],[-0.23649214  0.20507632  0.27567476  1.44775063],[-0.23576659  0.2048902   0.27568228  1.44687796],[-0.00072904 -0.00160862 -0.00113476  0.        ],1725718459.5779335,[ 1.16501982 -2.40048845  0.1707254  -0.56261061]
[-0.23508769  0.20699672  0.27376211  1.44887796],[-0.23649214  0.20507632  0.27576211  1.44687796],[-0.23580342  0.20501142  0.27562554  1.44687796],[-0.00073665  0.00242433 -0.00113474  0.        ],1725718459.5789306,[-2.13450189 -2.68420509  0.42096417  3.27062556]
[-0.2352843   0.20324159  0.2774405   1.44313261],[-0.23649214  0.20507632  0.27567476  1.44513261],[-0.23562799  0.20513265  0.2755688   1.44687796],[ 0.00350856  0.00242452 -0.00113469  0.        ],1725718459.5789306,[-0.57188619  3.05190707 -0.44942387 -7.70161777]
[-0.23789373  0.20307632  0.27358741  1.44272753],[-0.23649214  0.20507632  0.27558741  1.44338727],[-0.23545165  0.20505219  0.27563676  1.44687796],[ 0.00352689 -0.00160906  0.00135906  0.        ],1725718459.5789306,[ 6.20042611  2.62030843  0.49038061 -5.67300063]
[-0.23506974  0.20485604  0.27741284  1.44284826],[-0.23657943  0.20516361  0.27541284  1.44164193],[-0.23548803  0.20497175  0.27558002  1.44687796],[-0.00072765 -0.00160889 -0.00113469  0.        ],1725718459.5789306,[-2.00007452 -0.11394009 -0.44235256 -5.26125413]
