target,real_target,js,jv,time,action
[-0.16253593 -0.12484288  0.36820394  0.93302451],[-0.16755156 -0.11772251  0.36809005  0.92502451],[-0.16755156 -0.11780973  0.36826462  0.92502451],[0. 0. 0. 0.],1725718476.779674,[-16.57503956   9.90946726  -1.58727199   6.26938488]
[-0.17158515 -0.11423029  0.37591548  0.91808048],[-0.16755156 -0.11763529  0.36791548  0.92502451],[-0.16742221 -0.11788685  0.36833394  0.92502451],[ 0.002587   -0.00154254  0.00138648  0.        ],1725718476.7806716,[ 12.31322916  -6.35914082  -1.74497272 -16.33925719]
[-0.15946434 -0.12563515  0.36832401  0.93177703],[-0.16746434 -0.11763515  0.36791548  0.92502451],[-0.16745483 -0.11776714  0.36840326  0.92502451],[-0.00065241  0.00239423  0.00138643  0.        ],1725718476.7806716,[-21.48372409  12.03793604   0.09465679  15.487678  ]
[-0.15937711 -0.12563502  0.36764299  0.92409917],[-0.16737711 -0.11763502  0.36791548  0.92502451],[-0.16737106 -0.11784453  0.36834486  0.92502451],[ 0.00167549 -0.00154766 -0.00116804  0.        ],1725718476.7806716,[-16.70869962  10.27233765   0.1606864   -4.90682936]
[-0.17372695 -0.11906681  0.37591548  0.91615187],[-0.16737711 -0.11763502  0.36791548  0.92415187],[-0.16724256 -0.11792169  0.36828646  0.92502451],[ 0.00256993 -0.00154323 -0.00116801  0.        ],1725718476.7806716,[ 19.25104309   0.5588854   -1.7623604  -15.52659045]
[-0.17537711 -0.11449374  0.37591548  0.91911012],[-0.16737711 -0.11763502  0.36791548  0.92327923],[-0.16726675 -0.11799849  0.36835578  0.92502451],[-0.00048382 -0.00153597  0.0013864   0.        ],1725718476.7816987,[17.59063994 -5.29286863 -1.6624359  -6.38702807]
[-0.16610671 -0.10963502  0.37006272  0.91665704],[-0.16737711 -0.11763502  0.36791548  0.92327923],[-0.16729423 -0.11787883  0.3684251   0.92502451],[-0.00054953  0.00239321  0.00138648  0.        ],1725718476.7816987,[ -6.14156638 -11.561217    -0.30058142 -12.22254695]
[-0.15937711 -0.12563502  0.36328727  0.93127923],[-0.16737711 -0.11763502  0.36791548  0.92327923],[-0.16713319 -0.11775858  0.36849446  0.92502451],[0.00322081 0.00240484 0.00138711 0.        ],1725718476.7816987,[-18.79557702  12.70789192   1.21457725  15.27487687]
[-0.16794417 -0.11534292  0.36409571  0.9273336 ],[-0.16746434 -0.1175478   0.36791548  0.92240652],[-0.16702027 -0.11783608  0.36843606  0.92502451],[ 0.00225838 -0.00154993 -0.00116791  0.        ],1725718476.7816987,[ 5.34738614 -4.7775581   0.94614019  1.15410018]
[-0.17012975 -0.10946059  0.37388576  0.9135928 ],[-0.16755156 -0.11746059  0.36791548  0.92153382],[-0.16705473 -0.11771644  0.36837767  0.92502451],[-0.00068923  0.00239275 -0.00116793  0.        ],1725718476.7826939,[  7.27346098 -11.72387169  -1.31105383 -21.68544504]
