target,real_target,js,jv,time,action
[-0.19871208  0.03952333  0.03697828  1.31675022],[-0.2134538   0.08002333  0.05331985  1.32295966],[-0.22043514  0.08395043  0.05550137  1.32440066],[-5.99884594e-05 -4.81194832e-04 -2.63569074e-04 -7.62187926e-04],0.0013113021850585938,[-1000.           872.09276947   510.62208584  -557.17108819]
[-0.1729538   0.07443361  0.0567341   1.32589947],[-0.2134538   0.07993611  0.05340707  1.32295966],[-0.22043514  0.08412486  0.05532694  1.32440066],[ 8.15709792e-05 -4.74797312e-04 -3.36340406e-04 -5.41105700e-04],0.05125284194946289,[-1000.           200.72038973  -486.78840101   464.79416259]
[-0.20222146  0.04963054  0.01621981  1.30665756],[-0.2134538   0.08002333  0.05331985  1.32383227],[-0.22043514  0.08412486  0.05550164  1.32440066],[ 0.00011352 -0.00072542 -0.0003449  -0.00066717],0.10141301155090332,[ -51.8778278   583.70960439  613.59346547 -543.56492896]
[-0.20016466  0.09748048  0.01273263  1.33259638],[-0.2134538   0.08011055  0.05323263  1.32470489],[-0.22043514  0.08412486  0.05532694  1.32430479],[ 2.34630181e-04 -2.63481221e-03 -5.82760244e-05 -1.24939732e-03],0.15107965469360352,[-532.21672105 -701.22081863  456.78498351  586.3887047 ]
[-0.20365582  0.03952333  0.02531538  1.28420489],[-0.2134538   0.08002333  0.05331985  1.32470489],[-0.22026057  0.08377586  0.0551525   1.32420892],[ 0.00474292 -0.00551366 -0.00413243 -0.01088339],0.20128750801086426,[-428.01583192  790.82309776  375.18530965 -758.07138765]
[-0.22528331  0.04891877  0.09390707  1.31435927],[-0.2134538   0.07993611  0.05340707  1.32470489],[-0.21938786  0.0827287   0.05427952  1.32305843],[ 0.02005417 -0.01603291 -0.0190608  -0.01795691],0.2512328624725342,[ 767.11525781  370.98729772 -737.21418161 -185.21549386]
[-0.18191531  0.03952333  0.01281985  1.32577022],[-0.2134538   0.08002333  0.05331985  1.32383227],[-0.21746798  0.07853982  0.05235991  1.32248319],[ 0.03840124 -0.06482178 -0.02911999 -0.00962443],0.30132246017456055,[-1000.           470.33910116   778.69411145   485.54689742]
[-0.23708689  0.10538527  0.09373263  1.28388817],[-0.2134538   0.08011055  0.05323263  1.32295966],[-0.21554811  0.07347821  0.04974202  1.32229144],[ 0.04069266 -0.10595678 -0.03520766 -0.00568254],0.3513484001159668,[1000.         -858.58307801 -801.83599265 -711.03377316]
[-0.23630106  0.1206979   0.09364528  1.3181884 ],[-0.2134538   0.0801979   0.05314528  1.32208693],[-0.21327923  0.06946416  0.05061447  1.32190794],[ 0.00960338 -0.06024441 -0.00813913 -0.01943191],0.4011373519897461,[ 537.36380045 -567.50306389 -438.91900212 -159.07367874]
[-0.19472969  0.11055968  0.06569587  1.2807142 ],[-0.2134538   0.08028525  0.05305792  1.3212142 ],[-0.21362824  0.07225662  0.05462866  1.32056571],[-0.00255229  0.01394796  0.05290988 -0.01106027],0.4558906555175781,[-1000.          -360.51209751  -274.13522015  -672.84954856]
[-0.22384164  0.09291214  0.09364528  1.29519832],[-0.2134538   0.0801979   0.05314528  1.31946892],[-0.21450095  0.07365292  0.05619966  1.32018222],[ 0.00474126  0.02579905  0.03534031 -0.01364398],0.5012373924255371,[ 870.46130834 -304.69153259 -550.45070154 -308.4186237 ]
