target,real_target,js,jv,time,action
[-0.1617888  -0.12485732  0.32975884  0.89389129],[-0.16702798 -0.13735732  0.34225884  0.88139129],[-0.18500485 -0.1392772   0.35761783  0.87954623],[-0.00013075  0.00047023 -0.00014795 -0.00020442],0.0012390613555908203,[-524.78578971 -508.54633939  317.10714695 -182.84180204]
[-0.15738867 -0.14985732  0.35475884  0.87069337],[-0.16702798 -0.13735732  0.34225884  0.88139129],[-0.18500485 -0.1392772   0.35761783  0.87964211],[ 2.63215665e-04  4.78187056e-04 -1.20023196e-04 -1.34233401e-05],0.05112171173095703,[-604.10922243  560.98012462  295.75898445 -567.53090212]
[-0.17212735 -0.12791745  0.33055351  0.88054469],[-0.16711526 -0.13727004  0.34225884  0.88139129],[-0.18500485 -0.1392772   0.35761783  0.87964211],[ 6.47604266e-04  6.06456705e-04 -2.19503023e-04  3.92207199e-05],0.10136961936950684,[-243.21888538 -543.35005852  530.7599784   469.41055378]
[-0.17310227 -0.14409937  0.3441811   0.88809907],[-0.16720255 -0.13718276  0.34225884  0.88139129],[-0.18500485 -0.13910276  0.35744339  0.87973798],[-1.86454198e-04  2.01894853e-03 -4.15239869e-04 -2.19988826e-05],0.15117311477661133,[-444.88325654  503.39650438  354.13437015  456.39004163]
[-0.1603048  -0.13726161  0.3314038   0.87124559],[-0.16720255 -0.13727011  0.34234619  0.88139129],[-0.18500485 -0.13875362  0.35761783  0.87973798],[-0.00097973  0.00715341 -0.00060543  0.00023624],0.20154190063476562,[-715.53901424 -440.52759861  481.69925288 -522.22057   ]
[-0.15996343 -0.14920968  0.35493354  0.89389129],[-0.16720255 -0.13735746  0.34243354  0.88139129],[-0.18500485 -0.13788117  0.35744365  0.87964211],[-1.10188336e-03  1.43648530e-02 -5.22489319e-04 -4.63523683e-05],0.2512013912200928,[-530.32965471  488.4567952   300.96257015  566.31561738]
[-0.17970255 -0.14688161  0.32993354  0.89294887],[-0.16720255 -0.13735746  0.34243354  0.88051862],[-0.18500485 -0.13700845  0.35744339  0.87964211],[-1.18282876e-04  1.66363596e-02 -3.25188614e-04 -3.67470474e-05],0.3012726306915283,[-130.30635373  401.11772584  534.60870529  400.05648431]
[-0.17970255 -0.13085566  0.35493354  0.88649101],[-0.16720255 -0.13735746  0.34243354  0.87964594],[-0.18500485 -0.13648488  0.35761809  0.87954623],[ 0.00225893  0.01092157 -0.00028846  0.00013216],0.35119175910949707,[-426.51150128 -498.89145705  296.33297878  358.93842989]
[-0.17970255 -0.13519275  0.33721226  0.87529867],[-0.16720255 -0.13735746  0.34243354  0.87877327],[-0.18483041 -0.13648461  0.35761783  0.87964211],[ 0.00230134  0.00411428 -0.00034351  0.00029994],0.4010586738586426,[-423.02171363 -375.19831148  496.32241174 -481.18921473]
[-0.15470255 -0.12530894  0.34678797  0.87056075],[-0.16720255 -0.13735746  0.34243354  0.8779006 ],[-0.18483041 -0.13648461  0.35761783  0.87964211],[-1.29095368e-03  9.78526818e-04  1.21003517e-03  7.02487979e-06],0.4514038562774658,[-925.78931602 -470.63665796  369.80750195 -437.70609772]
[-0.16567699 -0.12927723  0.35502076  0.86583921],[-0.16728983 -0.13735739  0.34252076  0.87615526],[-0.18483041 -0.13665931  0.35779253  0.87954623],[-0.0028062   0.00026984  0.00269612  0.00024804],0.5014619827270508,[-331.0845631  -384.55988137  368.25093279 -439.23314456]
[-0.17987711 -0.13343318  0.33838981  0.87786629],[-0.16737711 -0.13735732  0.34260798  0.87440991],[-0.18500485 -0.13665931  0.35796697  0.87954623],[-2.24755552e-03 -3.22118957e-05  3.97914745e-03  2.33080902e-04],0.552013635635376,[-215.16924056 -378.22396471  491.57143072 -316.6504704 ]
[-0.16052241 -0.13640596  0.33773668  0.87654852],[-0.16737711 -0.13735732  0.34252076  0.87179193],[-0.18500485 -0.13665931  0.35814167  0.87964211],[ 3.24389568e-04  3.72033380e-04  3.01749368e-03 -2.24794959e-05],0.6011066436767578,[-812.84889098 -382.36908473  423.95142842 -411.44225144]
[-0.16428248 -0.14985732  0.34314395  0.87675241],[-0.16737711 -0.13735732  0.34243354  0.86917394],[-0.18483041 -0.13665931  0.35814167  0.87973798],[2.42565723e-03 3.69158080e-04 1.35386761e-03 6.47928530e-05],0.6518650054931641,[-443.69843639  494.12141495  391.83298268 -400.73665778]
[-0.1570155  -0.14238024  0.35324814  0.87604727],[-0.16746434 -0.13735746  0.34243368  0.86393797],[-0.18465584 -0.13648474  0.35814167  0.87964211],[ 0.00536788  0.00084138  0.00041571 -0.00056749],0.7010958194732666,[-644.630363    361.96358498  361.60715579 -406.06229525]
[-0.17505694 -0.1301975   0.34785846  0.846202  ],[-0.16755156 -0.13735759  0.34243381  0.858702  ],[-0.18430683 -0.13648461  0.3581414   0.87964211],[ 0.00589228  0.00096445 -0.00054773 -0.00025348],0.7511792182922363,[-170.28234584 -479.57769738  433.37120057 -625.63692758]
[-0.16815851 -0.14007122  0.33287499  0.8546036 ],[-0.16772613 -0.13735746  0.34225911  0.85259333],[-0.18395769 -0.13648488  0.35796723  0.87973798],[ 0.00647757  0.00042089 -0.00210009 -0.00013538],0.8011233806610107,[-577.27455185  462.98502259  488.53530055 -354.42717141]
[-0.1554007  -0.13302218  0.33169226  0.84078817],[-0.1679007  -0.13735732  0.34208441  0.84648466],[-0.18360869 -0.13648474  0.35779253  0.87992973],[ 6.95872348e-03  2.77348462e-04 -3.04228782e-03  4.63398767e-05],0.8511853218078613,[-727.24654495 -445.86874298  430.41862068 -517.62096614]
[-0.176803   -0.13374707  0.32949719  0.84585624],[-0.1680752  -0.13735739  0.34199719  0.83863068],[-0.18325954 -0.13648474  0.35779253  0.87992973],[ 0.00643105  0.00105921 -0.00158623 -0.00221264],0.9037458896636963,[-105.88047587 -398.37671605  437.69902658 -381.56026837]
[-0.16480705 -0.13732866  0.34265654  0.81827669],[-0.1682497  -0.13735746  0.34190997  0.83077669],[-0.18291054 -0.13648461  0.35779226  0.87983386],[ 0.00536376  0.00099371 -0.00068255 -0.00135388],0.9524955749511719,[-665.2914395   422.39168769  358.75991695 -623.16431274]
[-0.18092427 -0.14532424  0.34860272  0.82424512],[-0.16842427 -0.13735746  0.34225911  0.82117739],[-0.18291054 -0.13648461  0.35779226  0.87973798],[ 0.00052995  0.00025201 -0.0001539  -0.00044587],1.0012986660003662,[-168.07637398  456.94101941  383.71610501 -385.29630922]
[-0.16753202 -0.12485746  0.35510824  0.80263118],[-0.16859885 -0.13735746  0.34260824  0.81157809],[-0.18308497 -0.13648488  0.35779253  0.87983386],[-0.00254163 -0.00037249 -0.00170497 -0.0011513 ],1.0511868000030518,[-681.34642806 -534.75717101  374.81577618 -590.57005841]
[-0.17800415 -0.14062383  0.33002089  0.8144788 ],[-0.16877335 -0.13735739  0.34252089  0.8019788 ],[-0.18308497 -0.13665931  0.35779253  0.87954623],[-5.78601655e-05 -1.25297698e-04 -1.44341159e-03 -8.08061175e-03],1.1011395454406738,[-268.25932099  497.76559257  535.245846   -347.58703406]
[-0.16635832 -0.14105281  0.3389099   0.7888337 ],[-0.16894785 -0.13735732  0.34243354  0.7923795 ],[-0.18291054 -0.13665931  0.35761809  0.87897099],[ 0.00182327  0.00073661 -0.00075413 -0.0119635 ],1.1510999202728271,[-654.90094051  406.97422938  379.88039703 -620.55760584]
[-0.16401176 -0.12835466  0.34978946  0.78402292],[-0.16920964 -0.13735732  0.34243354  0.78016219],[-0.18291054 -0.13648461  0.35761783  0.87801225],[ 0.00140544  0.00111728 -0.00041897 -0.01433214],1.2014484405517578,[-529.70633946 -483.47097725  361.21918399 -473.95901407]
[-0.15697143 -0.14588633  0.33913901  0.75797989],[-0.16947143 -0.13735732  0.34243354  0.76794487],[-0.18273597 -0.13648474  0.35761783  0.87762876],[-0.00127452  0.00104955 -0.00023402 -0.01342747],1.2512726783752441,[-631.85029911  514.87131513  464.10532752 -639.44117453]
[-0.18223322 -0.14244834  0.35484633  0.7650957 ],[-0.16973322 -0.13735746  0.34234633  0.75660023],[-0.18273597 -0.13648474  0.35761783  0.87686177],[ 0.00091904  0.00071828 -0.00016186 -0.02001946],1.3012235164642334,[ -23.43530604  385.28060389  335.4813754  -400.70341973]
[-0.18249501 -0.14878348  0.33012298  0.73275559],[-0.16999501 -0.13735759  0.34225911  0.74525559],[-0.18273597 -0.13665918  0.35779226  0.87561541],[ 0.00045613  0.00065022 -0.00035055 -0.04147729],1.3514959812164307,[-397.27635079  449.18714452  534.33137248 -689.08615072]
[-0.16539732 -0.13031999  0.35121872  0.71966563],[-0.17034408 -0.13727031  0.34225911  0.73216563],[-0.18291054 -0.13648461  0.35761783  0.87254745],[ 0.00047128  0.00082038 -0.00084053 -0.05583869],1.4011294841766357,[-746.75363569 -516.19077984  315.27768692 -546.59485908]
[-0.17337042 -0.14968303  0.32975911  0.73157568],[-0.17069316 -0.13718303  0.34225911  0.71907568],[-0.18291054 -0.13665931  0.35761809  0.86976711],[-0.00661583  0.00111256 -0.00231369 -0.04935242],1.4514951705932617,[-328.05629465  528.46071685  519.79308733 -366.2630162 ]
[-0.18345501 -0.13036274  0.34214006  0.71886103],[-0.17095501 -0.13718296  0.34225911  0.70685837],[-0.18291054 -0.13665931  0.35726895  0.86717851],[-0.00774857  0.00148347 -0.00610975 -0.05438502],1.501079797744751,[ 554.05175606 -522.5274379   360.59318049 -545.04110648]
[-0.16787761 -0.12468289  0.35475911  0.69502998],[-0.17121686 -0.13718289  0.34225911  0.69464105],[-0.18291054 -0.13648461  0.35657067  0.86372706],[ 0.00179188  0.00185757 -0.00941184 -0.06790435],1.5512635707855225,[-708.91914685 -444.9206475   344.76011945 -627.00571122]
[-0.15906587 -0.14968289  0.34852986  0.68968774],[-0.17156587 -0.13718289  0.34208454  0.67718774],[-0.18291054 -0.13648461  0.35639623  0.86085084],[ 0.00965025  0.00227035 -0.00737842 -0.06877138],1.6019184589385986,[-651.4523129   563.59828235  433.80517533 -502.84374058]
[-0.15941488 -0.12983821  0.33518774  0.67069695],[-0.17191488 -0.13718289  0.34190997  0.65973443],[-0.1825614  -0.13648488  0.3562218   0.85682414],[ 0.00780169  0.00359102 -0.00471419 -0.06957339],1.651263952255249,[-505.25619983 -526.03385935  477.44439982 -597.81219956]
