target,real_target,js,jv,time,action
[-0.13508841 -0.1474804  -0.02844879  0.94247782],[-0.13508841 -0.1474804  -0.02844879  0.94247782],[-0.13508841 -0.14730583 -0.02862336  0.94247782],[0. 0. 0. 0.],1726151428.7465796,[ -5.38358612   3.32179163  -1.7494368  -17.78908366]
[-0.13508841 -0.14765497 -0.02827422  0.94247782],[-0.13508841 -0.14765497 -0.02827422  0.94247782],[-0.13493078 -0.14738265 -0.02855722  0.94247782],[ 0.00315274 -0.00153645  0.0013227   0.        ],1726151428.7465796,[ 0.39150689  0.37346399 -0.0633541   0.        ]
[-0.13508841 -0.14756761 -0.02836157  0.94247782],[-0.13508841 -0.14756761 -0.02836157  0.94247782],[-0.13496474 -0.14745944 -0.02849105  0.94247782],[-0.00067919 -0.00153573  0.0013234   0.        ],1726151428.7465796,[ 0.24511963  0.11925988 -0.02693883  0.        ]
[-0.13508841 -0.14748026 -0.02844892  0.94247782],[-0.13508841 -0.14748026 -0.02844892  0.94247782],[-0.1349987  -0.14753622 -0.02842488  0.94247782],[-0.00067931 -0.00153569  0.00132341  0.        ],1726151428.7465796,[ 0.17412917 -0.09739798  0.00683603  0.        ]
[-0.13508841 -0.14748026 -0.02844892  0.94247782],[-0.13508841 -0.14748026 -0.02844892  0.94247782],[-0.13503267 -0.14741632 -0.02847835  0.94247782],[-0.00067938  0.00239803 -0.00106935  0.        ],1726151428.7465796,[ 0.10313273  0.10159178 -0.0070133   0.        ]
[-0.13508841 -0.14748026 -0.02844892  0.94247782],[-0.13508841 -0.14748026 -0.02844892  0.94247782],[-0.13506664 -0.14749311 -0.02841218  0.94247782],[-0.00067945 -0.00153568  0.00132342  0.        ],1726151428.7475767,[ 0.03212928 -0.02796025  0.00875024  0.        ]
[-0.13508841 -0.14739305 -0.02853614  0.94160515],[-0.13508841 -0.14739305 -0.02853614  0.94160515],[-0.13510062 -0.14737321 -0.02846565  0.94247782],[-0.00067951  0.002398   -0.00106935  0.        ],1726151428.7475767,[-0.0388811   0.03087544  0.01584862 -1.57080889]
[-0.13508841 -0.14730583 -0.02862336  0.94073248],[-0.13508841 -0.14730583 -0.02862336  0.94073248],[-0.13493922 -0.14744999 -0.02851911  0.94247782],[ 0.00322802 -0.00153567 -0.00106935  0.        ],1726151428.7475767,[ 0.37534774 -0.21380129  0.02327383 -2.7227354 ]
[-0.13508841 -0.14739305 -0.02853614  0.94073248],[-0.13508841 -0.14739305 -0.02853614  0.94073248],[-0.13497318 -0.14733009 -0.02857258  0.94247782],[-0.0006792   0.00239804 -0.00106934  0.        ],1726151428.7475767,[ 0.22747682  0.11279888 -0.0094353  -2.30385303]
[-0.13508841 -0.14748026 -0.02844892  0.94073248],[-0.13508841 -0.14748026 -0.02844892  0.94073248],[-0.13500714 -0.14740687 -0.02850641  0.94247782],[-0.00067933 -0.00153568  0.00132342  0.        ],1726151428.7475767,[ 0.15648457  0.09837252 -0.01285978 -2.30385303]
