target,real_target,js,jv,time,action
[-0.23631757  0.2048144   0.27576211  1.44775063],[-0.23631757  0.2048144   0.27576211  1.44775063],[-0.23631757  0.20472705  0.27576211  1.44687796],[0. 0. 0. 0.],1726151432.5405643,[ -2.94337403  -0.12007451  -1.63174309 -15.11576103]
[-0.23631757  0.20490175  0.27576211  1.4486233 ],[-0.23631757  0.20490175  0.27576211  1.4486233 ],[-0.23614265  0.20484822  0.27583004  1.44687796],[0.00349856 0.00242341 0.00135859 0.        ],1726151432.5405643,[ 0.43445163 -0.06581215  0.01562923  2.7227354 ]
[-0.23640486  0.20498904  0.27576211  1.4486233 ],[-0.23640486  0.20498904  0.27576211  1.4486233 ],[-0.23617952  0.2049694   0.2757733   1.44687796],[-0.00073754  0.00242345 -0.00113481  0.        ],1726151432.5405643,[ 4.90789626e-01 -2.10691127e-02  1.88963989e-03  2.30385303e+00]
[-0.23649214  0.20507632  0.27576211  1.4486233 ],[-0.23649214  0.20507632  0.27576211  1.4486233 ],[-0.2362164   0.20509057  0.27571656  1.44687796],[-0.00073752  0.00242349 -0.00113479  0.        ],1726151432.541585,[ 0.59614208  0.02366692 -0.01059308  2.30385303]
[-0.23649214  0.20498897  0.27584946  1.4486233 ],[-0.23649214  0.20498897  0.27584946  1.4486233 ],[-0.23625327  0.20501015  0.27578452  1.44687796],[-0.00073745 -0.00160832  0.00135926  0.        ],1726151432.541585,[ 0.48472462  0.02895598 -0.01448184  2.30385303]
[-0.23649214  0.20490162  0.27593681  1.4486233 ],[-0.23649214  0.20490162  0.27593681  1.4486233 ],[-0.23629015  0.20492974  0.27585249  1.44687796],[-0.00073757 -0.00160829  0.00135928  0.        ],1726151432.541585,[ 0.40764614  0.03811208 -0.01874693  2.30385303]
[-0.23649214  0.20498897  0.27576211  1.4486233 ],[-0.23649214  0.20498897  0.27576211  1.4486233 ],[-0.23632703  0.20484933  0.27592045  1.44687796],[-0.00073766 -0.00160825  0.00135929  0.        ],1726151432.541585,[ 0.33055913 -0.20838029  0.03728105  2.30385303]
[-0.23649214  0.20507632  0.27558741  1.4486233 ],[-0.23649214  0.20507632  0.27558741  1.4486233 ],[-0.23636392  0.2049705   0.27586371  1.44687796],[-0.00073774  0.00242349 -0.00113484  0.        ],1726151432.541585,[ 0.25346313 -0.1348334   0.06197505  2.30385303]
[-0.23649214  0.20507632  0.27567476  1.44775063],[-0.23649214  0.20507632  0.27567476  1.44775063],[-0.23640081  0.20509168  0.27580697  1.44687796],[-0.00073783  0.00242352 -0.00113482  0.        ],1726151432.541585,[0.17635824 0.03764161 0.02763347 0.73304415]
[-0.23649214  0.20507632  0.27576211  1.44687796],[-0.23649214  0.20507632  0.27576211  1.44687796],[-0.23643771  0.20501126  0.27575023  1.44687796],[-0.00073791 -0.00160833 -0.0011348   0.        ],1726151432.541585,[ 0.09924457 -0.09740812 -0.00406647 -0.41888237]
[-0.23649214  0.20507632  0.27567476  1.44513261],[-0.23649214  0.20507632  0.27567476  1.44513261],[-0.23647461  0.20513244  0.27581819  1.44687796],[-0.000738    0.00242353  0.00135927  0.        ],1726151432.542559,[ 0.02212222  0.09144484  0.03312064 -3.14161777]
[-0.23649214  0.20507632  0.27558741  1.44338727],[-0.23649214  0.20507632  0.27558741  1.44338727],[-0.23651151  0.20505202  0.27576145  1.44687796],[-0.00073808 -0.00160835 -0.0011348   0.        ],1726151432.542559,[-0.0550087  -0.04360692  0.03859791 -5.44547081]
[-0.23657943  0.20516361  0.27541284  1.44164193],[-0.23657943  0.20516361  0.27541284  1.44164193],[-0.23633475  0.2051732   0.27570471  1.44687796],[ 0.00353532  0.00242353 -0.00113479  0.        ],1726151432.542559,[ 0.61531002  0.01751913  0.06539919 -7.74932384]
[-0.23666671  0.20525089  0.27523828  1.43989658],[-0.23666671  0.20525089  0.27523828  1.43989658],[-0.23637162  0.20509278  0.27564797  1.44687796],[-0.00073751 -0.00160836 -0.00113476  0.        ],1726151432.542559,[  0.63657296  -0.23274741   0.09132157 -10.05317688]
[-0.23666671  0.20525089  0.27550019  1.43727857],[-0.23666671  0.20525089  0.27550019  1.43727857],[-0.2364085   0.20521396  0.27559124  1.44687796],[-0.00073752  0.0024236  -0.00113474  0.        ],1726151432.542559,[  0.52514709  -0.03137581   0.01681776 -13.9278388 ]
[-0.23666671  0.20525089  0.27576211  1.43466055],[-0.23666671  0.20525089  0.27576211  1.43466055],[-0.23644538  0.20533514  0.2755345   1.44687796],[-0.00073764  0.00242359 -0.00113473  0.        ],1726151432.542559,[  0.44806147   0.12858131  -0.05328617 -17.38361835]
[-0.23675393  0.20533811  0.27576211  1.43291527],[-0.23675393  0.20533811  0.27576211  1.43291527],[-0.23648227  0.20525472  0.27560246  1.44687796],[-0.00073773 -0.00160845  0.0013592   0.        ],1726151432.542559,[  0.58757816  -0.13410722  -0.03443792 -19.26848173]
[-0.23684114  0.20542532  0.27576211  1.43116999],[-0.23684114  0.20542532  0.27576211  1.43116999],[-0.23651915  0.2053759   0.27567042  1.44687796],[-0.00073764  0.00242364  0.00135922  0.        ],1726151432.542559,[ 6.92779580e-01 -6.03707240e-02 -1.94864549e-02 -2.15722561e+01]
[-0.23692843  0.20542526  0.27576211  1.42593402],[-0.23692843  0.20542526  0.27576211  1.42593402],[-0.23655603  0.20549708  0.27573838  1.44687796],[-0.00073757  0.00242367  0.00135925  0.        ],1726151432.543658,[ 7.98172398e-01  1.12193278e-01 -4.53474515e-03 -3.01592660e+01]
[-0.23701572  0.20542519  0.27576211  1.42069805],[-0.23701572  0.20542519  0.27576211  1.42069805],[-0.2365929   0.20541666  0.27580635  1.44687796],[-0.0007375  -0.00160852  0.00135927  0.        ],1726151432.543658,[ 9.03543045e-01 -2.27833254e-02  1.04172137e-02 -3.70707464e+01]
[-0.23710301  0.20533804  0.27550019  1.41284406],[-0.23710301  0.20533804  0.27550019  1.41284406],[-0.23662977  0.20553784  0.27574961  1.44687796],[-0.00073743  0.00242368 -0.0011348   0.        ],1726151432.543658,[  1.00890256   0.29360362   0.05693939 -48.69465351]
[-0.23719029  0.20525089  0.27523828  1.40499008],[-0.23719029  0.20525089  0.27523828  1.40499008],[-0.23666664  0.20545741  0.27569287  1.44687796],[-0.00073736 -0.00160857 -0.00113478  0.        ],1726151432.543658,[  1.11427261   0.27357216   0.10207873 -59.06191349]
[-0.23745207  0.20525075  0.27515118  1.39364541],[-0.23745207  0.20525075  0.27515118  1.39364541],[-0.23670351  0.20537698  0.27563613  1.44687796],[-0.00073728 -0.00160853 -0.00113475  0.        ],1726151432.543658,[  1.65303883   0.155112     0.10699565 -75.71240902]
[-0.23771386  0.20525062  0.27506408  1.38230073],[-0.23771386  0.20525062  0.27506408  1.38230073],[-0.23674034  0.20529656  0.27557939  1.43150689],[-0.00073677 -0.00160847 -0.00113474 -0.30742136],1726151432.5445573,[ 2.12318469e+00  4.91301815e-02  1.13674979e-01 -6.30194526e+01]
[-0.23797565  0.2051634   0.27506395  1.36048412],[-0.23797565  0.2051634   0.27506395  1.36048412],[-0.23677716  0.20521614  0.27552266  1.43150689],[-0.00073626 -0.00160842 -0.00113472  0.        ],1726151432.5445573,[ 2.59340146e+00  7.05847641e-02  1.00346032e-01 -1.04222023e+02]
[-0.23823744  0.20507619  0.27506381  1.33866751],[-0.23823744  0.20507619  0.27506381  1.33866751],[-0.23681394  0.20513572  0.27546592  1.38150689],[-7.35700439e-04 -1.60838692e-03 -1.13469844e-03 -1.00000000e+00],1726151432.5445573,[  3.06367511   0.07955724   0.08789386 -43.01995027]
[-0.23858652  0.20507625  0.27506381  1.31946892],[-0.23858652  0.20507625  0.27506381  1.31946892],[-0.2368507   0.2050553   0.27540919  1.38150689],[-0.00073508 -0.00160835 -0.00113468  0.        ],1726151432.5445573,[ 3.75079276e+00 -3.91952293e-02  7.54110265e-02 -9.11054505e+01]
[-0.23893559  0.20507632  0.27506381  1.30027032],[-0.23893559  0.20507632  0.27506381  1.30027032],[-0.2368874   0.20517648  0.27535246  1.33150689],[-7.34022409e-04  2.42352746e-03 -1.13466391e-03 -1.00000000e+00],1726151432.5445573,[  4.40367406   0.14956958   0.06292973 -26.44759786]
[-0.23937188  0.20516347  0.2749766   1.27409035],[-0.23937188  0.20516347  0.2749766   1.27409035],[-0.23692404  0.20509606  0.27529572  1.33150689],[-0.00073286 -0.00160838 -0.00113465  0.        ],1726151432.5445573,[ 5.27328967e+00 -1.13005740e-01  7.05153992e-02 -8.83562163e+01]
[-0.23980817  0.20525062  0.27488938  1.24791038],[-0.23980817  0.20525062  0.27488938  1.24791038],[-0.23696059  0.20521724  0.27523899  1.29581256],[-0.00073102  0.00242357 -0.00113463 -0.71388653],1726151432.5455737,[ 6.10878267e+00 -3.91866499e-02  7.72221423e-02 -5.86639877e+01]
[-0.24015725  0.20525069  0.27488925  1.22260308],[-0.24015725  0.20525069  0.27488925  1.22260308],[-0.23699703  0.20533842  0.27518226  1.29581256],[-0.00072889  0.0024236  -0.00113461  0.        ],1726151432.5455737,[ 6.72789370e+00  1.33166592e-01  6.38931858e-02 -1.08784015e+02]
[-0.24050632  0.20525075  0.27488911  1.19729578],[-0.24050632  0.20525075  0.27488911  1.19729578],[-0.23703339  0.205258    0.27512553  1.24581256],[-7.27034263e-04 -1.60845236e-03 -1.13459014e-03 -1.00000000e+00],1726151432.5455737,[ 7.38152096e+00 -1.98150615e-03  5.14422072e-02 -5.21896481e+01]
[-0.24120447  0.20533797  0.27480203  1.16500723],[-0.24120447  0.20533797  0.27480203  1.16500723],[-0.23706963  0.20537918  0.2750688   1.24581256],[-0.00072478  0.0024236  -0.00113457  0.        ],1726151432.5455737,[ 8.90235305e+00  5.92586228e-02  5.89964779e-02 -1.22161538e+02]
[-0.24190262  0.20542519  0.27471495  1.13271868],[-0.24190262  0.20542519  0.27471495  1.13271868],[-0.23710553  0.20529875  0.27501208  1.19581256],[-7.18067412e-04 -1.60845879e-03 -1.13455316e-03 -1.00000000e+00],1726151432.5455737,[ 1.02865790e+01 -1.90927259e-01  6.56745280e-02 -7.47824254e+01]
[-0.24251349  0.20551248  0.27471495  1.0995574 ],[-0.24251349  0.20551248  0.27471495  1.0995574 ],[-0.23714101  0.20541994  0.27495535  1.18210851],[-0.00070967  0.00242368 -0.00113453 -0.27408111],1726151432.546548,[ 1.14549382e+01 -1.17297142e-01  5.23168784e-02 -1.18306929e+02]
