target,real_target,js,jv,time,action
[-0.2134538   0.08002333  0.05331985  1.32295966],[-0.2134538   0.08002333  0.05331985  1.32295966],[-0.2134538   0.08011055  0.05323263  1.32295966],[0. 0. 0. 0.],1726151431.1820397,[ -5.56400248   3.4800272   -1.69996723 -12.03189178]
[-0.2134538   0.07993611  0.05340707  1.32295966],[-0.2134538   0.07993611  0.05340707  1.32295966],[-0.21328519  0.08003228  0.05329881  1.32295966],[ 0.00337214 -0.00156534  0.00132363  0.        ],1726151431.1820397,[ 0.4187526   0.12823224 -0.02402825  0.        ]
[-0.2134538   0.08002333  0.05331985  1.32383227],[-0.2134538   0.08002333  0.05331985  1.32383227],[-0.21332134  0.07995406  0.05336503  1.32295966],[-0.00072301 -0.00156449  0.00132432  0.        ],1726151431.1820397,[ 0.26260583 -0.11515617  0.01148601  1.5707016 ]
[-0.2134538   0.08011055  0.05323263  1.32470489],[-0.2134538   0.08011055  0.05323263  1.32470489],[-0.2133575   0.08007337  0.05331109  1.32295966],[-0.00072315  0.00238632 -0.00107878  0.        ],1726151431.1820397,[ 0.18703361 -0.04447037  0.01759632  2.72254944]
[-0.2134538   0.08002333  0.05331985  1.32470489],[-0.2134538   0.08002333  0.05331985  1.32470489],[-0.21339366  0.08019269  0.05325715  1.32295966],[-0.00072323  0.00238632 -0.00107877  0.        ],1726151431.1820397,[ 0.11145428  0.25316528 -0.0152165   2.30369568]
[-0.2134538   0.07993611  0.05340707  1.32470489],[-0.2134538   0.07993611  0.05340707  1.32470489],[-0.21342983  0.08011446  0.05332337  1.32295966],[-0.00072331 -0.00156455  0.00132432  0.        ],1726151431.1820397,[ 0.0358667   0.23671596 -0.01862583  2.30369568]
[-0.2134538   0.08002333  0.05331985  1.32383227],[-0.2134538   0.08002333  0.05331985  1.32383227],[-0.213466    0.08003624  0.05338958  1.32295966],[-0.00072339 -0.00156453  0.00132433  0.        ],1726151431.1830373,[-0.03972906 -0.00668101  0.01688812  0.73299408]
[-0.2134538   0.08011055  0.05323263  1.32295966],[-0.2134538   0.08011055  0.05323263  1.32295966],[-0.21329315  0.08015555  0.05333564  1.32295966],[ 0.00345684  0.0023863  -0.00107878  0.        ],1726151431.1830373,[ 0.40377769  0.0640039   0.02299839 -0.41885376]
[-0.2134538   0.0801979   0.05314528  1.32208693],[-0.2134538   0.0801979   0.05314528  1.32208693],[-0.21332931  0.08007733  0.0532817   1.32295966],[-0.00072302 -0.00156451 -0.00107877  0.        ],1726151431.1830373,[ 0.24596197 -0.18289456  0.03035079 -1.57091618]
[-0.2134538   0.08028525  0.05305792  1.3212142 ],[-0.2134538   0.08028525  0.05305792  1.3212142 ],[-0.21336546  0.08019664  0.05322777  1.32295966],[-0.00072317  0.00238636 -0.00107876  0.        ],1726151431.1830373,[ 0.17038788 -0.11237775  0.03770194 -2.72292137]
