target,real_target,js,jv,time,action
[-0.19097374  0.19702456  0.00635963  1.23514641],[-0.19442964  0.21502456  0.01413716  1.25314641],[-0.20525073  0.21275568  0.04677473  1.25076958],[ 0.0128632   0.00140192 -0.04010443 -0.00480485],0.0012767314910888672,[-707.77928925  597.72866043 -169.81113735 -851.32178493]
[-0.19069469  0.19703975 -0.00386284  1.23514641],[-0.19442964  0.21502456  0.01413716  1.25314641],[-0.20402901  0.21310469  0.04607671  1.25057784],[ 0.02251223  0.00325254 -0.01870408 -0.00247069],0.05226850509643555,[-452.52583008  418.07317142  490.74233032 -406.37348048]
[-0.20584786  0.21840897  0.03213716  1.26574558],[-0.19442964  0.21502456  0.01413716  1.25314641],[-0.20280728  0.21327926  0.04555314  1.25067371],[ 0.01899992  0.00381543 -0.00657358  0.00123615],0.10166001319885254,[ 660.92459384 -532.63671705  256.9489739   621.05898528]
[-0.17642964  0.20225965 -0.00156565  1.27114641],[-0.19442964  0.21502456  0.01413716  1.25314641],[-0.20298185  0.21345383  0.0438077   1.25086546],[ 0.00386682 -0.00269308 -0.00573307  0.00272979],0.159041166305542,[-976.83053199  509.39869896  582.27871212  446.6040735 ]
[-0.21234242  0.19693734  0.00572155  1.23514641],[-0.19434242  0.21493734  0.01413716  1.25314641],[-0.20420358  0.21327926  0.04153895  1.25096133],[-0.01396969 -0.00199013 -0.00887082  0.00106395],0.20173907279968262,[ 961.26824044  447.31069036  394.87975755 -660.57857786]
[-0.18890916  0.20745091  0.01140973  1.23842973],[-0.1942552   0.21485013  0.01413716  1.25314641],[-0.20525073  0.21293012  0.03926994  1.25096133],[-0.01808466 -0.00189396 -0.00905739 -0.00196699],0.25182080268859863,[-849.06102942  340.12913389  393.77160075 -383.2825301 ]
[-0.21216792  0.19676284  0.0152296   1.26024731],[-0.19416792  0.21476284  0.01422437  1.25227374],[-0.20577431  0.21275568  0.03822279  1.25067371],[-0.01119464  0.00148959 -0.00690651 -0.00495676],0.30214643478393555,[773.13225501 479.24290396 402.14285217 559.52314554]
[-0.17988719  0.22545257  0.03231159  1.24821584],[-0.19408064  0.21467555  0.01431159  1.25140107],[-0.20525073  0.21293012  0.03752477  1.25038609],[ 0.00390166  0.00031379 -0.00543461 -0.00399626],0.3537120819091797,[-1000.          -584.07048601   329.04360896  -483.29206977]
[-0.18555223  0.22824875  0.03064083  1.26013165],[-0.19408064  0.21467555  0.01431159  1.2505284 ],[-0.20402901  0.21293025  0.03700093  1.25029022],[ 0.01325112  0.00287159 -0.00136047 -0.00160595],0.4022557735443115,[-389.04101735 -432.1394774   411.27351549  489.0025604 ]
[-0.17608064  0.22971113  0.02854589  1.25268994],[-0.19408064  0.21467555  0.01431159  1.24965572],[-0.20350543  0.21310469  0.03612848  1.25029022],[ 0.00753331 -0.00047725  0.00707706  0.000276  ],0.4554266929626465,[-671.397949   -424.35472122  412.81973269  349.10788817]
[-0.17608064  0.23192791  0.00432346  1.26591044],[-0.19408064  0.21458833  0.01439881  1.24791044],[-0.20437801  0.21310455  0.03508132  1.25038609],[-0.01190518  0.00156726  0.00642264  0.00053082],0.5017242431640625,[-554.58089094 -432.16029938  530.04072759  499.63454259]
[-0.20702313  0.2177859   0.0156935   1.25629604],[-0.19408064  0.21450111  0.01448603  1.24616516],[-0.20664703  0.21275568  0.03316118  1.25048196],[-0.03521397 -0.00552269  0.0044938   0.00100511],0.5514421463012695,[ 832.15473704 -322.05072554  360.53256554  334.93509258]
[-0.20294361  0.21561643 -0.00360119  1.24447495],[-0.19416792  0.2145884   0.01439881  1.24441975],[-0.20961405  0.21258124  0.03159045  1.25038609],[-0.05303458 -0.00332602  0.00138528 -0.00420459],0.6022498607635498,[-539.09271336 -391.03304944  511.12105023 -485.03205806]
[-0.1762552   0.20164514  0.01687973  1.22467435],[-0.1942552   0.21467568  0.01431159  1.24267435],[-0.2120575   0.21310482  0.03071773  1.25009847],[-0.05848547 -0.00261529 -0.00682307 -0.00564682],0.651404857635498,[-1000.           498.66075996   322.35900663  -549.30290185]
[-0.20748129  0.22361986  0.00581037  1.2220564 ],[-0.1942552   0.21458833  0.01439895  1.2400564 ],[-0.21502453  0.21258098  0.02879812  1.25009847],[-0.03666466 -0.00270204 -0.02231925  0.00040149],0.7018616199493408,[ -13.66068258 -546.39024337  462.18529846 -432.34672285]
[-0.1812313   0.23250098  0.0324863   1.25543844],[-0.1942552   0.21450098  0.0144863   1.23743844],[-0.21572268  0.21258111  0.02757627  1.25000259],[-0.02169987  0.00478548 -0.01580626 -0.001027  ],0.7522776126861572,[-976.84076852 -473.34786759 -524.42413193  637.06335304]
[-0.20508433  0.23250098  0.0324863   1.21760768],[-0.19434242  0.21450098  0.0144863   1.23394775],[-0.21607182  0.21275581  0.02583083  1.25000259],[-0.0170433   0.00345831 -0.00148427 -0.00097015],0.8041749000549316,[-102.23797963 -418.69415154 -414.13291359 -681.01278769]
