target,real_target,js,jv,time,action
[-0.10642666 -0.31560248  0.30007765  0.6693248 ],[-0.12976523 -0.32995453  0.28422682  0.74700093],[-0.13159781 -0.3274238   0.28605962  0.75788238],[-6.95357107e-04  4.27149599e-04 -2.29687729e-05 -5.80779778e-05],0.004795551300048828,[ -695.76653976  -547.6778459   -487.4590836  -1000.        ]
[-0.10668429 -0.315546    0.30221382  0.666957  ],[-0.12967794 -0.33004183  0.2841396   0.74700093],[-0.13159781 -0.32724923  0.28605949  0.75788238],[-1.03140373e-04  2.16644923e-03 -9.26982917e-05 -2.22382810e-04],0.05444502830505371,[-520.7016199  -410.99268448 -425.30627733 -462.03699777]
[-0.10705309 -0.315796    0.30376306  0.66051185],[-0.12967794 -0.33004183  0.28422682  0.74700093],[-0.13159781 -0.32672566  0.28605949  0.75788238],[-0.00038817  0.00906118 -0.00029298 -0.00337794],0.10668706893920898,[-517.18954927 -406.27604212 -424.3404997  -493.80139999]
[-0.10848878 -0.3162767   0.30239463  0.6686284 ],[-0.12967794 -0.33004183  0.28431404  0.74700093],[-0.13159781 -0.3256785   0.28588505  0.75701952],[-0.00027073  0.01745931 -0.0001757  -0.03294303],0.15735697746276855,[-494.00106999 -400.21014977 -411.39454538 -381.34004891]
[-0.10935862 -0.31354994  0.299443    0.6740555 ],[-0.12967794 -0.32995448  0.28422669  0.74700093],[-0.13159781 -0.32480578  0.28605949  0.75404743],[ 3.55782425e-03  1.74939149e-02  7.51261099e-05 -5.89439150e-02],0.2052748203277588,[-498.14334596 -422.40974323 -399.99138811 -381.2012255 ]
[-0.10854799 -0.31154692  0.300901    0.64969623],[-0.12967794 -0.32986712  0.28413934  0.74700093],[-0.13142324 -0.32428221  0.28571048  0.75069185],[-0.00182739  0.00819538 -0.00240123 -0.03592604],0.25539302825927734,[-523.92092226 -421.63559882 -422.93177967 -597.52393376]
[-0.10734311 -0.3105101   0.30287024  0.63111407],[-0.12967794 -0.32977991  0.28405212  0.74700093],[-0.13142324 -0.32428221  0.28553578  0.74973311],[-0.0155386   0.00280996 -0.00333529 -0.02284579],0.30410146713256836,[-538.48113325 -420.00961882 -426.51918525 -582.67368687]
[-0.10655485 -0.30990338  0.30390984  0.6199403 ],[-0.12967794 -0.32969269  0.2839649   0.74700093],[-0.13142324 -0.32445678  0.28571035  0.74877437],[-0.00865512  0.00360231  0.00133364 -0.02867271],0.3569519519805908,[-536.17053245 -419.25352117 -421.90515892 -535.92222765]
[-0.10617819 -0.30823874  0.30341733  0.62204224],[-0.12967794 -0.32977991  0.28405212  0.74525559],[-0.13177239 -0.32410764  0.28588505  0.74599403],[ 0.00969301  0.00415741  0.00320021 -0.06307533],0.4043586254119873,[-538.86223278 -423.78285247 -414.67402487 -427.7997535 ]
[-0.10712151 -0.3060966   0.3019132   0.6240837 ],[-0.12967794 -0.32986712  0.28413934  0.74351025],[-0.13177239 -0.32393307  0.28588492  0.74091272],[ 0.02014835  0.00562828  0.00213866 -0.0961842 ],0.4548330307006836,[-509.09895432 -429.6734105  -409.58516029 -408.55513757]
[-0.10780828 -0.30556667  0.30074978  0.6151932 ],[-0.12976523 -0.32977983  0.28413934  0.74089226],[-0.13177239 -0.32340949  0.28640849  0.73516029],[ 0.00710492  0.01254373  0.00691758 -0.10349067],0.5050573348999023,[-509.51496222 -417.88115749 -407.11419112 -481.95001178]
[-0.10803042 -0.30648842  0.302571    0.58361274],[-0.12985252 -0.32969254  0.28413934  0.73827428],[-0.13177239 -0.32253677  0.28728121  0.73199646],[-0.0165685   0.01549781  0.01482385 -0.07185489],0.5557656288146973,[-515.37628614 -405.25279292 -419.35308806 -673.10827604]
[-0.10726567 -0.30653876  0.30446485  0.55826795],[-0.1299398  -0.32934347  0.28413947  0.73391095],[-0.13177239 -0.32201319  0.28815393  0.72921612],[-0.03465329  0.01452281  0.01629187 -0.05834571],0.6065394878387451,[-534.00948444 -412.02180308 -420.68558466 -643.42506749]
[-0.10694602 -0.30599305  0.30699065  0.5399425 ],[-0.13002709 -0.32899439  0.2841396   0.72954762],[-0.13177239 -0.32114061  0.28920122  0.72586053],[-0.00645083  0.01810694  0.01475019 -0.07122885],0.6545724868774414,[-528.92848502 -413.18105665 -424.12323624 -597.74833553]
[-0.10645156 -0.30467996  0.30453962  0.5343377 ],[-0.13020159 -0.32847089  0.28405239  0.72256631],[-0.13177239 -0.32009332  0.2900738   0.72135447],[ 0.02326548  0.020883    0.01726466 -0.11047565],0.7056772708892822,[-534.02408118 -417.01248057 -400.22751864 -501.1996719 ]
