target,real_target,js,jv,time,action
[-0.12818387  0.13667634  0.09736264  0.42090976],[-0.16467182  0.11981688  0.11780976  0.44156829],[-0.16842427  0.11658787  0.1181589   0.448977  ],[ 1.23277226e-03 -2.21114472e-02  6.61649889e-05  2.36811522e-04],0.006471157073974609,[-1000.          -174.3709692    412.22501014 -1000.        ]
[-0.12806284  0.1367002   0.09802209  0.41806787],[-0.1647591   0.11990417  0.11780976  0.44156829],[-0.16842427  0.11571541  0.11815863  0.448977  ],[ 5.31017969e-05 -2.03471219e-02 -2.60698504e-04  2.88099089e-04],0.05514359474182129,[-603.62338728 -426.37693828  417.31031421 -435.34787686]
[-0.12924874  0.1352423   0.09732129  0.41479796],[-0.1647591   0.11990417  0.11780976  0.44156829],[-0.16842427  0.11519184  0.11815863  0.448977  ],[-0.00112499 -0.01319053 -0.00075731 -0.00825024],0.10476231575012207,[-578.08191092 -414.42960136  423.8396017  -439.97891215]
[-0.1314565   0.13378496  0.09630612  0.4141029 ],[-0.1647591   0.11990417  0.11780976  0.44156829],[-0.16842427  0.11501713  0.1181589   0.44801826],[-0.00089978 -0.00520926 -0.00056678 -0.02847965],0.1549849510192871,[-551.70936381 -411.05157999  426.20287257 -415.11183298]
[-0.13456438  0.1322381   0.09388644  0.41162512],[-0.1647591   0.11981695  0.11789697  0.44156829],[-0.16842427  0.11501713  0.1181589   0.44514205],[ 0.00449052 -0.00229393 -0.00044269 -0.04335199],0.20585131645202637,[-522.66261915 -407.91495841  434.63839383 -413.96960535]
[-0.13605049  0.13181481  0.0927463   0.40408078],[-0.1647591   0.11972973  0.11798419  0.44156829],[-0.1682497   0.11501727  0.11815863  0.4435122 ],[ 0.00277482 -0.00227833 -0.00194285 -0.03260065],0.25543785095214844,[-536.07567766 -414.25024979  430.29553401 -461.11697389]
[-0.13585457  0.1314565   0.09336871  0.39514652],[-0.16484638  0.11981701  0.11798419  0.44156829],[-0.16737712  0.11466826  0.11780976  0.44245758],[ 0.00214977  0.00045924 -0.00493572 -0.01734776],0.30666542053222656,[-547.45884912 -416.73225069  420.28007598 -478.81310638]
[-0.13717848  0.12911789  0.09247525  0.38795766],[-0.16493367  0.1199043   0.11798419  0.44156829],[-0.16667897  0.11501727  0.11798419  0.44169059],[ 0.01982029  0.00387962 -0.0007488  -0.01861365],0.3547353744506836,[-517.15927223 -397.93196646  430.08379829 -471.81958542]
[-0.13987142  0.12740427  0.09148479  0.38310182],[-0.16484638  0.11990424  0.11798419  0.44069563],[-0.16545725  0.11519184  0.11833333  0.44015661],[ 0.03243614  0.00517326  0.0020555  -0.04093869],0.4047889709472656,[-469.18598329 -400.8531514   432.58743762 -451.78038843]
[-0.14241841  0.12923075  0.09122452  0.37688923],[-0.1647591   0.11990417  0.11798419  0.43982297],[-0.16440996  0.11536614  0.1181589   0.43737627],[ 0.02608319  0.0047746  -0.00069696 -0.05520646],0.4562513828277588,[-456.02157764 -423.80407209  427.30203649 -454.26930903]
[-0.14506853  0.13052526  0.09348106  0.36860934],[-0.16484638  0.11990424  0.11798419  0.43807764],[-0.16371194  0.11588998  0.11798419  0.43402069],[ 5.38138668e-03  7.30586646e-03  9.87866317e-06 -5.78739609e-02],0.5069658756256104,[-442.97528451 -419.27157811  414.08773151 -467.17566595]
[-0.14625312  0.13004528  0.09547956  0.3599232 ],[-0.16493367  0.1199043   0.11798419  0.43633232],[-0.16353737  0.11641343  0.11833333  0.43133622],[-0.0078814   0.00709593  0.00330082 -0.04429778],0.5552341938018799,[-466.02556508 -407.59520064  415.78788001 -477.71829904]
[-0.14636919  0.12777889  0.0985533   0.34720063],[-0.16493367  0.11981695  0.11789697  0.43371433],[-0.16371194  0.116588    0.11833333  0.42980224],[-0.01131442  0.00536922  0.00185135 -0.03220446],0.6048903465270996,[-487.59179125 -396.5060565   406.61211452 -519.62094739]
