target,real_target,js,jv,time,action
[-0.1828599   0.00426177  0.1564865   0.4545354 ],[-0.18020523  0.01815137  0.16240293  0.47996554],[-0.18011795  0.01815131  0.16231571  0.47996554],[0. 0. 0. 0.],1727361483.8773925,[ 44.03398945  10.82037968   0.96517633 -53.17092413]
[-0.18318453  0.00399212  0.15807629  0.45450377],[-0.18029252  0.01815144  0.16249014  0.47996554],[-0.18230691  0.01807335  0.16226065  0.47996554],[-0.0437793  -0.00155921 -0.0011013   0.        ],1727361483.8790545,[  1.10044318  18.61469456   0.90397945 -33.62469835]
[-0.17886654  0.00527647  0.15955523  0.4543461 ],[-0.1803798   0.01832594  0.16240293  0.47996554],[-0.18234212  0.01799259  0.16220558  0.47996554],[-0.00070402 -0.00161513 -0.00110129  0.        ],1727361483.8805375,[ -8.97738584  16.58957186   0.56761569 -33.89334181]
[-0.17821813  0.00627464  0.16328938  0.45428345],[-0.18046708  0.01850045  0.16231571  0.47996554],[-0.1821833   0.01791313  0.16215052  0.47996554],[ 0.0031764  -0.00158915 -0.00110133  0.        ],1727361483.8819818,[ -8.47989788  15.20832556  -0.28874567 -33.93046396]
[-0.17841318  0.00651457  0.16209045  0.45447978],[-0.18046708  0.01841323  0.16240293  0.47996554],[-0.18202359  0.01783425  0.1622173   0.47996554],[ 0.00319415 -0.00157766  0.00133568  0.        ],1727361483.8836412,[ -7.40613397  14.89627401   0.04066713 -33.54694033]
[-0.17881297  0.00690356  0.16677913  0.45459273],[-0.18046708  0.01832601  0.16249014  0.47996554],[-0.18186217  0.01775547  0.16216223  0.47996554],[ 0.00322846 -0.00157556 -0.0011014   0.        ],1727361483.8851178,[ -6.15195037  14.25746086  -1.06353606 -33.43788836]
[-0.1797794   0.00812434  0.16156371  0.4547713 ],[-0.1805543   0.01850045  0.16240293  0.47996554],[-0.18169907  0.01767688  0.162229    0.47996554],[ 0.00326183 -0.00157175  0.00133537  0.        ],1727361483.8867095,[ -3.56752668  12.42307905   0.1996076  -33.17066637]
[-0.18035255  0.00956903  0.16216865  0.45469975],[-0.18064152  0.01867488  0.16231571  0.47996554],[-0.18153341  0.0175987   0.16217393  0.47996554],[ 0.00331321 -0.00156368 -0.00110138  0.        ],1727361483.88821,[-2.17719052e+00  1.03808509e+01 -5.49315217e-03 -3.33851685e+01]
[-0.18049482  0.0114486   0.1603421   0.45373282],[-0.18064152  0.01876224  0.16231558  0.47909287],[-0.18136676  0.01752079  0.16224072  0.47996554],[ 0.00333304 -0.00155814  0.00133578  0.        ],1727361483.8896728,[ -1.70077987   7.73467629   0.43678078 -35.09131091]
[-0.18053657  0.01309441  0.16291104  0.45229807],[-0.18064152  0.01884959  0.16231544  0.47822019],[-0.18119984  0.01744309  0.16218565  0.47996554],[ 0.00333855 -0.00155413 -0.00110135  0.        ],1727361483.891209,[ -1.30409875   5.49317345  -0.18603738 -37.20970346]
[-0.18055089  0.01449113  0.1579845   0.4489624 ],[-0.18064152  0.01876224  0.16231558  0.47560221],[-0.1810327   0.01736547  0.16225244  0.47996554],[ 0.00334272 -0.00155229  0.00133572  0.        ],1727361483.892683,[ -0.93555056   3.5827739    0.98927866 -42.52528584]
[-0.18020399  0.01507796  0.15804006  0.4452775 ],[-0.18064152  0.01867488  0.16231571  0.47298422],[-0.18086538  0.01728791  0.16219737  0.47996554],[ 0.00334631 -0.00155135 -0.00110128  0.        ],1727361483.8942215,[ -1.45301091   2.82187972   0.91349325 -47.55692093]
[-0.17944695  0.01677413  0.15270115  0.43930566],[-0.18064152  0.01858767  0.16214114  0.46862091],[-0.18069838  0.01721035  0.16214231  0.47996554],[ 0.00334001 -0.00155108 -0.00110127  0.        ],1727361483.895802,[ -2.84772175   0.32152687   2.13031619 -56.53753612]
[-0.17847648  0.01761684  0.14744738  0.43317604],[-0.18064152  0.01850045  0.16196656  0.4642576 ],[-0.18053232  0.01713283  0.16208726  0.47996554],[ 0.00332133 -0.00155049 -0.00110104  0.        ],1727361483.8972468,[ -4.61329491  -0.77081856   3.27317647 -64.70435897]
[-0.17713726  0.01937329  0.14963736  0.42430907],[-0.18072881  0.01858773  0.16222835  0.45727627],[-0.18036775  0.01725181  0.16203222  0.47996554],[ 0.00329131  0.00237956 -0.00110074  0.        ],1727361483.8988998,[ -7.21406988  -3.03510422   2.70424133 -77.72265939]
[-0.17223549  0.02308212  0.19608663  0.4119869 ],[-0.1808161   0.01867502  0.16249014  0.45029494],[-0.18020628  0.01737083  0.16197718  0.46111059],[ 0.00322933  0.00238051 -0.00110088 -0.37709905],1727361483.9003685,[-18.52475814  -8.05354317  -7.97284517 -61.70752066]
[-0.18231529  0.02253038  0.11705244  0.4088838 ],[-0.1808161   0.0185878   0.16222835  0.44069564],[-0.18008973  0.0174901   0.16204354  0.46111059],[0.00233113 0.00238535 0.00132725 0.        ],1727361483.9019003,[  8.66469872  -6.55698292  10.69537694 -70.42883567]
[-0.17662822  0.02046022  0.12644064  0.39575094],[-0.1808161   0.01850058  0.16196656  0.43109635],[-0.180124    0.01760926  0.16198888  0.4557947 ],[-0.00068534  0.00238333 -0.00109316 -0.10631766],1727361483.9035738,[ -9.55808591  -3.44939736   7.72542708 -83.00988911]
