target,real_target,js,jv,time,action
[-0.26709384 -0.0379893  -0.01209234  0.5604288 ],[-0.25577801 -0.02434722  0.02600527  0.5794493 ],[-0.25569072 -0.0244345   0.02600527  0.5794493 ],[0. 0. 0. 0.],1727361486.001534,[ 22.55589202  34.59203261   7.23719701 -25.22946747]
[-0.26719362 -0.03776008 -0.00963656  0.5604401 ],[-0.25586531 -0.02425993  0.02600527  0.5794493 ],[-0.25570448 -0.02468988  0.02595166  0.5794493 ],[-0.0002752  -0.00510758 -0.00107209  0.        ],1727361486.0031896,[ 24.04618587  17.18318893   7.80411523 -25.08664901]
[-0.26720154 -0.03766174 -0.00813908  0.56055284],[-0.25586531 -0.02425993  0.02600527  0.5794493 ],[-0.25570902 -0.0247693   0.02589809  0.5794493 ],[-9.07897519e-05 -1.58831678e-03 -1.07152918e-03  0.00000000e+00],1727361486.0046766,[ 24.02068951  16.99254222   7.47254172 -24.88918878]
[-0.26716974 -0.03756567 -0.00664943  0.5606343 ],[-0.25586531 -0.02425993  0.02600527  0.5794493 ],[-0.25571375 -0.02484861  0.02584449  0.5794493 ],[-9.44754063e-05 -1.58618970e-03 -1.07185449e-03  0.00000000e+00],1727361486.0061502,[ 23.92865924  16.76137702   7.13310863 -24.796691  ]
[-0.26712593 -0.03746779 -0.00461811  0.5607407 ],[-0.25586531 -0.02425993  0.02600527  0.5794493 ],[-0.25571913 -0.02492779  0.02579089  0.5794493 ],[-0.00010761 -0.00158375 -0.00107216  0.        ],1727361486.0076575,[ 23.82085676  16.52741399   6.66896366 -24.64426001]
[-0.26706883 -0.03735904 -0.00267274  0.5607702 ],[-0.25586531 -0.02425993  0.02600527  0.5794493 ],[-0.25572526 -0.02500687  0.02573726  0.5794493 ],[-0.00012266 -0.00158141 -0.00107253  0.        ],1727361486.009123,[ 23.68316894  16.27794352   6.23005087 -24.64225768]
[-0.26676786 -0.03723244 -0.00087461  0.55976844],[-0.25577801 -0.02426     0.02600527  0.57857662],[-0.25573233 -0.02508582  0.02568362  0.5794493 ],[-0.00014138 -0.00157907 -0.00107283  0.        ],1727361486.0105689,[ 22.94302483  16.00407031   5.82414457 -26.45954192]
[-2.6647311e-01 -3.7079137e-02  5.1974878e-04  5.5875009e-01],[-0.25569072 -0.02426007  0.02600527  0.57770395],[-0.25574397 -0.02516465  0.02562996  0.5794493 ],[-0.00023291 -0.00157666 -0.00107308  0.        ],1727361486.0120223,[ 22.30327934  15.6938393    5.50965148 -27.81174549]
[-0.26646063 -0.03698527  0.00242638  0.5587707 ],[-0.25569072 -0.02426007  0.02600527  0.57770395],[-0.25575902 -0.02524336  0.0255763   0.5794493 ],[-0.00030094 -0.00157413 -0.00107326  0.        ],1727361486.013476,[ 22.35551762  15.4745931    5.07322379 -27.28581525]
[-0.26649967 -0.03684518  0.00410205  0.55865395],[-0.25569072 -0.02426007  0.02600527  0.57770395],[-0.25577381 -0.02532198  0.02552263  0.5794493 ],[-0.00029574 -0.00157245 -0.00107347  0.        ],1727361486.0149174,[ 22.42662582  15.17926269   4.69509421 -27.50591264]
[-0.26646808 -0.0366922   0.0080708   0.55638283],[-0.25577801 -0.02426     0.02609249  0.57595864],[-0.25578824 -0.0254005   0.02546895  0.5794493 ],[-0.00028856 -0.00157033 -0.00107364  0.        ],1727361486.016369,[ 22.30273538  14.87185663   3.78704508 -31.53782611]
[-0.26629335 -0.03649163  0.01109846  0.55343825],[-0.25586531 -0.02425993  0.0261797   0.57421333],[-0.25580329 -0.02547891  0.02541525  0.5794493 ],[-0.00030101 -0.00156829 -0.00107398  0.        ],1727361486.017839,[ 21.84951737  14.49679011   3.11863329 -35.74799294]
[-0.26556665 -0.03625787  0.01007413  0.54627895],[-0.25586531 -0.02425993  0.02609249  0.56897733],[-0.25582048 -0.02555721  0.02536154  0.5794493 ],[-0.00034377 -0.001566   -0.00107418  0.        ],1727361486.0193317,[ 20.07668925  14.08014196   3.37301463 -47.22131911]
[-0.26465374 -0.03602677  0.0074554   0.5384837 ],[-0.25586531 -0.02425993  0.02600527  0.56374133],[-0.25584426 -0.0256354   0.02530783  0.5794493 ],[-0.00047572 -0.0015637  -0.0010741   0.        ],1727361486.0207665,[ 18.04310851  13.67227157   3.95339037 -57.81634956]
[-0.26377413 -0.03593794  0.00411496  0.52954894],[-0.25595252 -0.02434728  0.02583083  0.55763268],[-0.25587305 -0.02571348  0.02525414  0.5794493 ],[-0.00057579 -0.00156166 -0.0010739   0.        ],1727361486.0223432,[ 16.155729    13.47235471   4.68374878 -70.15714543]
[-0.26181918 -0.03572874  0.00984004  0.5197459 ],[-0.25603974 -0.02443464  0.02565639  0.55152404],[-0.25590486 -0.02579152  0.02520046  0.57414548],[-0.00063625 -0.00156074 -0.00107361 -0.10607622],1727361486.0238612,[ 11.57897127  13.07595561   3.32104213 -73.96710626]
[-0.26084676 -0.035351    0.01648245  0.5080713 ],[-0.25621431 -0.02443464  0.02565639  0.54192474],[-0.25594042 -0.02586947  0.02514675  0.56207064],[-0.0007111  -0.00155904 -0.00107409 -0.24149697],1727361486.0253966,[  9.85756486  12.45029187   1.83865065 -71.0869711 ]
[-0.26420218 -0.03467843 -0.0015644   0.49985373],[-0.25638887 -0.02443464  0.02565639  0.53232545],[-0.25597666 -0.0259473   0.02509303  0.55507243],[-0.00072477 -0.00155668 -0.00107444 -0.13996416],1727361486.027061,[ 18.49775572  11.41750875   6.04600502 -73.47401902]
[-0.262393   -0.03437561  0.01225713  0.4870057 ],[-0.25656338 -0.02434735  0.02591818  0.52098081],[-0.25600452 -0.02602498  0.02503939  0.54468826],[-0.00055718 -0.00155352 -0.00107287 -0.2076834 ],1727361486.028571,[ 12.62885235  10.96828642   2.67223408 -77.32362   ]
[-0.26187038 -0.03379991  0.030644    0.47419778],[-0.25673789 -0.02426007  0.02617997  0.50963616],[-0.25603951 -0.0261026   0.02498567  0.52753253],[-0.00069994 -0.00155237 -0.00107425 -0.34311452],1727361486.0300882,[ 11.96703443  10.06679723  -1.43071255 -68.31493978]
[-0.26725954 -0.03394595 -0.01733987  0.46381882],[-0.25682518 -0.02434735  0.0260054   0.49567352],[-0.25607488 -0.02618012  0.02505181  0.52560867],[-0.00070734 -0.00155043  0.00132266 -0.03847718],1727361486.031661,[ 25.4831894   10.26071623   9.81051286 -85.6210504 ]
[-0.25773796 -0.0347633   0.06714438  0.44068718],[-0.25691247 -0.02443464  0.02583083  0.48171088],[-0.25608257 -0.02625766  0.02499838  0.49321738],[-1.53866476e-04 -1.55080118e-03 -1.06857309e-03 -6.47825788e-01],1727361486.0331156,[ -0.29091623  11.3335095  -10.12426015 -64.89525152]
[-0.2734253  -0.03290949 -0.03115524  0.4346534 ],[-0.25734882 -0.02443464  0.02583083  0.46425758],[-0.25590236 -0.02633532  0.02506377  0.49321738],[ 0.0036042  -0.00155325  0.00130783  0.        ],1727361486.0346274,[ 42.86847095   8.40100434  13.35970113 -80.20065927]
[-0.26123726 -0.03473252  0.02817583  0.40809697],[-0.25778517 -0.02443464  0.02583083  0.44680429],[-0.25774595 -0.02641271  0.02501091  0.47097854],[-0.03687179 -0.00154781 -0.00105719 -0.44477698],1727361486.0362256,[  1.77398832  11.23240774  -1.29487215 -85.07609119]
[-0.26223224 -0.02998603  0.07191512  0.39145195],[-0.25795968 -0.02443457  0.02591805  0.43022366],[-0.25778349 -0.02649036  0.02507705  0.4402743 ],[-0.00075077 -0.00155297  0.00132272 -0.61408476],1727361486.037681,[  9.67477382   3.92270178 -10.74460075 -57.69705062]
[-0.26974887 -0.03080895 -0.05897363  0.38607168],[-0.25813419 -0.0244345   0.02600527  0.41364303],[-0.25781985 -0.02656758  0.0251423   0.4402743 ],[-0.00072717 -0.00154442  0.00130502  0.        ],1727361486.0391698,[ 27.87584621   5.70550729  19.8255205  -74.12996707]
[-0.2630603  -0.03469881  0.02228162  0.35724592],[-0.25848326 -0.02434735  0.02591818  0.39182642],[-0.25785874 -0.02664485  0.02509417  0.42818579],[-0.00077782 -0.00154532 -0.00096261 -0.2417701 ],1727361486.0406473,[   8.22336184   11.1778009    -0.20077881 -101.67454943]
[-0.2507049  -0.02203265  0.09363008  0.3206191 ],[-0.25883234 -0.0242602   0.0258311   0.37000981],[-0.25789549 -0.02672249  0.02516032  0.37818579],[-7.35035414e-04 -1.55279893e-03  1.32315975e-03 -1.00000000e+00],1727361486.042155,[-19.90585538  -8.01753455 -15.78187141 -69.56890194]
[-0.27665442 -0.02005001 -0.03489199  0.32678732],[-0.25918141 -0.02426013  0.02583096  0.35255653],[-0.25778394 -0.02660324  0.0252231   0.37286145],[ 0.0022311   0.00238491  0.00125543 -0.10648684],1727361486.0436268,[ 49.69694677  -8.91740374  14.52145528 -55.3014212 ]
[-0.26531127 -0.03756656 -0.06416078  0.30791777],[-0.25953048 -0.02426007  0.02583083  0.33510324],[-0.26437393 -0.02648392  0.02517059  0.37286145],[-0.13179987  0.00238647 -0.00105021  0.        ],1727361486.0451643,[ -5.09947187  17.15736759  19.94740084 -94.78300325]
[-0.2388672  -0.01913131  0.10098317  0.267959  ],[-0.25987956 -0.02426     0.02574348  0.31503195],[-0.26419593 -0.02656331  0.02512265  0.32286145],[ 3.55999353e-03 -1.58777152e-03 -9.58651138e-04 -1.00000000e+00],1727361486.0467775,[-63.27536736 -12.46448903 -18.35444705 -67.65143378]
