target,real_target,js,jv,time,action
[-0.02623772 -0.46030304  0.63804746  0.4042174 ],[-0.02748892 -0.4573635   0.60353476  0.43284163],[-0.02740164 -0.45745078  0.60353476  0.43284163],[0. 0. 0. 0.],1727361488.141257,[ -5.38564016   4.73955614  -8.59218146 -45.01148436]
[-0.02642026 -0.46002305  0.6366984   0.40431562],[-0.02757621 -0.45727623  0.60353476  0.43284163],[-0.02725553 -0.45753234  0.6036091   0.43284163],[ 0.00292218 -0.0016312   0.00148684  0.        ],1727361488.143002,[ -1.61635089   3.23587327  -7.26529828 -37.60720304]
[-0.02660417 -0.45997804  0.63640887  0.404449  ],[-0.02748892 -0.4573635   0.60362214  0.43284163],[-0.02710669 -0.45761387  0.60368363  0.43284163],[ 0.00297679 -0.0016306   0.00149054  0.        ],1727361488.14464,[ -0.91929109   3.10255348  -7.19588136 -37.41430642]
[-0.02683073 -0.45990294  0.6347389   0.4045876 ],[-0.02740164 -0.45745078  0.60370952  0.43284163],[-0.02695751 -0.4576954   0.60375816  0.43284163],[ 0.00298356 -0.00163061  0.00149074  0.        ],1727361488.146188,[ -0.11708999   2.89149932  -6.79818273 -37.22876831]
[-0.02742752 -0.45959494  0.62780607  0.40469214],[-0.02740164 -0.45736356  0.60353494  0.43284163],[-0.02680799 -0.45777693  0.60383275  0.43284163],[ 0.00299049 -0.00163059  0.00149165  0.        ],1727361488.1476636,[  1.5885782    2.34391205  -5.20349133 -37.10713879]
[-0.02799225 -0.4592381   0.62222403  0.40478724],[-0.02740164 -0.45727634  0.60336035  0.43284163],[-0.02683954 -0.45785845  0.60390747  0.43284163],[-0.00063109 -0.00163048  0.0014944   0.        ],1727361488.1491246,[  2.61902469   1.75830113  -3.97262701 -36.98616108]
[-0.02774145 -0.459067    0.62157047  0.4041486 ],[-0.02731442 -0.45736356  0.60344771  0.43196899],[-0.02687104 -0.45793997  0.60398226  0.43284163],[-0.00063006 -0.00163038  0.00149591  0.        ],1727361488.1506171,[  1.70802078   1.4514598   -3.86205506 -38.18132754]
[-0.02747299 -0.45887235  0.61930364  0.4033449 ],[-0.0272272  -0.45745078  0.60353506  0.43109635],[-0.02690259 -0.45802149  0.60405707  0.43284163],[-0.00063101 -0.00163036  0.00149607  0.        ],1727361488.1520717,[  1.07404014   1.08351214  -3.33064522 -39.32146384]
[-0.0274954  -0.45849735  0.61336696  0.40252417],[-0.0272272  -0.4573635   0.60344777  0.43022367],[-0.02693417 -0.45810301  0.6041319   0.43284163],[-0.00063157 -0.00163034  0.0014966   0.        ],1727361488.1535778,[  1.1693522    0.45509477  -1.97111546 -40.41299493]
[-0.02751198 -0.4581378   0.6069612   0.4015758 ],[-0.0272272  -0.45727623  0.60336047  0.429351  ],[-0.02696575 -0.45818452  0.60420678  0.43284163],[-0.0006315  -0.00163027  0.00149764  0.        ],1727361488.1551476,[  1.13571603  -0.12488477  -0.54064452 -41.72613047]
[-0.02755878 -0.45828637  0.5990429   0.39914787],[-0.0272272  -0.4573635   0.60327306  0.426733  ],[-0.02699733 -0.45805212  0.6042817   0.43284163],[-0.00063154  0.00264791  0.00149843  0.        ],1727361488.1566072,[  1.1794461    0.34947874   1.23311212 -45.64116162]
[-0.02716685 -0.45819733  0.5928879   0.39644107],[-0.0272272  -0.45745078  0.60318565  0.424115  ],[-0.0270289  -0.45813363  0.60421795  0.43284163],[-0.00063152 -0.00163022 -0.00127505  0.        ],1727361488.1581626,[  0.1216133    0.05959619   2.55400935 -49.34797953]
[-0.02684408 -0.45808056  0.5851825   0.392382  ],[-0.02731442 -0.45745078  0.60301107  0.41975167],[-0.02706052 -0.45821515  0.60415421  0.43284163],[-0.00063231 -0.00163023 -0.00127471  0.        ],1727361488.1598175,[ -0.59183954  -0.20608627   4.25080467 -55.35508867]
[-0.02618934 -0.45810944  0.5785927   0.3877312 ],[-0.02740164 -0.45745078  0.60283649  0.41538835],[-0.02691119 -0.45808275  0.60409051  0.43284163],[ 0.00298653  0.00264799 -0.00127406  0.        ],1727361488.161334,[-1.70759167e+00  5.83307646e-02  5.67529656e+00 -6.17781481e+01]
[-0.02413451 -0.4574458   0.58391356  0.37914786],[-0.02748892 -0.45683992  0.60318562  0.40840703],[-0.02676243 -0.45816426  0.60402685  0.43284163],[ 0.00297517 -0.00163019 -0.00127323  0.        ],1727361488.162887,[ -6.24258866  -1.05517118   4.37065453 -74.99574999]
[-0.01999864 -0.45476377  0.6023782   0.36314487],[-0.02757621 -0.45622906  0.60353476  0.40142572],[-0.02661726 -0.45803185  0.60396315  0.41905974],[ 0.00290334  0.00264821 -0.00127394 -0.27563775],1727361488.164538,[-15.4036576   -4.67938278   0.16193012 -74.87377815]
[-0.02437904 -0.4518846   0.5968269   0.35643384],[-0.02766349 -0.4553564   0.60353476  0.39444441],[-0.02649465 -0.45789934  0.6038994   0.40527645],[ 0.00245224  0.00265012 -0.00127506 -0.27566587],1727361488.1660063,[ -2.64924233  -8.33321556   1.61125806 -61.07755736]
[-0.0309098 -0.4496454  0.5688555  0.361329 ],[-0.02775078 -0.45448375  0.60353476  0.38746309],[-0.02634648 -0.45776661  0.60383566  0.40527645],[ 0.00296342  0.00265463 -0.00127477  0.        ],1727361488.1674597,[ 12.16615771 -11.02195396   7.97694111 -55.6609958 ]
[-0.02549738 -0.44929996  0.5826038   0.3424229 ],[-0.027838   -0.45352381  0.60353476  0.37611845],[-0.02637615 -0.45763355  0.60377211  0.40527645],[-0.00059342  0.00266126 -0.00127089  0.        ],1727361488.1689034,[ -3.97862915 -11.03076212   4.51780944 -92.04159875]
[-0.01417227 -0.44518334  0.6653448   0.31613186],[-0.02792522 -0.45256388  0.60353476  0.36477381],[-0.02622892 -0.45750049  0.60370843  0.35527645],[ 0.00294466  0.00266108 -0.00127373 -1.        ],1727361488.170385,[-29.59800939 -16.82974128 -14.39467079 -40.29057786]
[-0.0468537  -0.4419855   0.54594094  0.3330844 ],[-0.028187   -0.45151673  0.60336033  0.35342917],[-0.02610989 -0.45736549  0.60378066  0.35527645],[0.00238065 0.00269996 0.00144457 0.        ],1727361488.1718345,[ 56.26484118 -20.7407033   13.92905379 -21.15627588]
[-0.01968973 -0.4399466   0.5465312   0.32324943],[-0.02844879 -0.45046958  0.60318589  0.34208453],[-0.03860983 -0.45722685  0.60371813  0.35527645],[-0.2499989   0.00277288 -0.00125048  0.        ],1727361488.173533,[-55.15473621 -23.08238666  12.57454368 -46.9964721 ]
[-0.00934625 -0.43788624  0.58060855  0.29665887],[-0.02871065 -0.44907328  0.60292405  0.32637656],[-0.0300687  -0.45708398  0.60365521  0.35527645],[ 0.17082258  0.00285741 -0.00125843  0.        ],1727361488.1754732,[-44.01932853 -25.61591417   4.72613739 -90.13865239]
[-0.00331469 -0.43465325  0.6495961   0.25998357],[-0.0289725  -0.44767699  0.60266221  0.31066859],[-0.02787978 -0.45693332  0.60359153  0.30527645],[ 0.04377835  0.00301321 -0.00127357 -1.        ],1727361488.1772144,[-52.85352464 -29.85157918 -10.81704215 -53.3907461 ]
